"","month","year","treatment","species","reproductive","abundance","proportion"
"1332","10",1988,"control","DM",5,14,0.357142857142857
"1333","10",2001,"control","DM",5,14,0.357142857142857
"1334","4",1997,"control","PP",5,14,0.357142857142857
"1335","7",2018,"control","DM",5,14,0.357142857142857
"1336","11",2008,"control","DM",4,11,0.363636363636364
"1337","12",2008,"control","DM",4,11,0.363636363636364
"1338","2",1984,"control","DM",4,11,0.363636363636364
"1339","3",1980,"control","DM",4,11,0.363636363636364
"1340","3",2007,"control","DO",4,11,0.363636363636364
"1341","4",2005,"control","PP",4,11,0.363636363636364
"1342","5",1981,"control","DM",4,11,0.363636363636364
"1343","5",1997,"control","DM",8,22,0.363636363636364
"1344","5",2002,"control","PP",4,11,0.363636363636364
"1345","5",2015,"control","RM",4,11,0.363636363636364
"1346","6",2005,"control","DO",4,11,0.363636363636364
"1347","7",1988,"control","DM",4,11,0.363636363636364
"1348","7",1989,"control","DM",8,22,0.363636363636364
"1349","7",1997,"control","OT",4,11,0.363636363636364
"1350","7",2002,"control","DO",4,11,0.363636363636364
"1351","8",2018,"control","DM",4,11,0.363636363636364
"1352","4",1994,"control","DM",7,19,0.368421052631579
"1353","4",2002,"exclosure","PB",7,19,0.368421052631579
"1354","8",2016,"control","DM",7,19,0.368421052631579
"1355","1",1982,"control","DS",3,8,0.375
"1356","1",1987,"control","DM",3,8,0.375
"1357","1",2009,"control","DM",3,8,0.375
"1358","10",1981,"control","DS",3,8,0.375
"1359","10",1995,"control","PF",3,8,0.375
"1360","11",1987,"control","DO",3,8,0.375
"1361","11",1999,"exclosure","PB",3,8,0.375
"1362","2",1980,"control","DM",3,8,0.375
"1363","2",1981,"control","DS",3,8,0.375
"1364","2",1997,"exclosure","DO",3,8,0.375
"1365","3",1983,"control","RM",3,8,0.375
"1366","3",2000,"control","PB",3,8,0.375
"1367","3",2017,"control","DO",3,8,0.375
"1368","4",1983,"control","DS",6,16,0.375
"1369","4",1996,"control","DO",3,8,0.375
"1370","4",2006,"control","DO",3,8,0.375
"1371","5",2015,"control","DM",9,24,0.375
"1372","6",1982,"exclosure","PF",3,8,0.375
"1373","6",2000,"control","DO",3,8,0.375
"1374","6",2008,"control","OT",3,8,0.375
"1375","6",2015,"exclosure","BA",3,8,0.375
"1376","6",2018,"control","PP",6,16,0.375
"1377","7",1983,"control","DS",3,8,0.375
"1378","7",2004,"control","PP",3,8,0.375
"1379","9",1989,"control","DM",3,8,0.375
"1380","9",2009,"control","DM",3,8,0.375
"1381","2",1983,"control","DM",8,21,0.380952380952381
"1382","4",2017,"exclosure","PP",8,21,0.380952380952381
"1383","1",1990,"control","DO",5,13,0.384615384615385
"1384","2",1982,"control","RM",5,13,0.384615384615385
"1385","3",1996,"control","DM",5,13,0.384615384615385
"1386","4",1990,"control","DM",5,13,0.384615384615385
"1387","6",1983,"control","DM",5,13,0.384615384615385
"1388","5",1983,"control","DM",7,18,0.388888888888889
"1389","5",2012,"control","DM",7,18,0.388888888888889
"1390","6",1986,"control","DM",7,18,0.388888888888889
"1391","7",1982,"control","DM",7,18,0.388888888888889
"1392","3",1997,"control","DM",21,53,0.39622641509434
"1393","1",1995,"control","DO",2,5,0.4
"1394","1",2002,"control","DM",2,5,0.4
"1395","10",1995,"exclosure","PF",6,15,0.4
"1396","10",2014,"control","DO",2,5,0.4
"1397","11",1981,"control","DM",10,25,0.4
"1398","11",1981,"spectabs","DM",2,5,0.4
"1399","11",1985,"control","DS",2,5,0.4
"1400","12",1989,"control","DO",2,5,0.4
"1401","12",1995,"spectabs","DO",2,5,0.4
"1402","12",1996,"spectabs","DM",2,5,0.4
"1403","12",1999,"spectabs","DM",2,5,0.4
"1404","12",2001,"control","DM",2,5,0.4
"1405","12",2004,"control","PB",2,5,0.4
"1406","2",1987,"control","DO",2,5,0.4
"1407","2",1989,"control","DM",6,15,0.4
"1408","2",1989,"control","DO",2,5,0.4
"1409","2",1992,"spectabs","DM",2,5,0.4
"1410","2",2000,"control","DO",2,5,0.4
"1411","2",2002,"exclosure","DM",2,5,0.4
"1412","2",2017,"control","DO",2,5,0.4
"1413","3",1983,"control","DO",4,10,0.4
"1414","3",1987,"control","DS",2,5,0.4
"1415","3",1997,"spectabs","DM",2,5,0.4
"1416","3",2001,"exclosure","PP",2,5,0.4
"1417","3",2003,"spectabs","DO",2,5,0.4
"1418","3",2015,"exclosure","DM",2,5,0.4
"1419","3",2015,"exclosure","PB",2,5,0.4
"1420","4",2004,"exclosure","PB",2,5,0.4
"1421","4",2006,"control","PB",2,5,0.4
"1422","4",2016,"control","DM",6,15,0.4
"1423","4",2018,"exclosure","PP",4,10,0.4
"1424","5",1983,"exclosure","PF",2,5,0.4
"1425","5",1987,"control","OL",2,5,0.4
"1426","5",1990,"control","DO",2,5,0.4
"1427","5",1997,"control","OT",2,5,0.4
"1428","5",2006,"exclosure","PP",4,10,0.4
"1429","5",2009,"exclosure","PP",4,10,0.4
"1430","6",1988,"exclosure","PE",2,5,0.4
"1431","6",1988,"spectabs","DM",2,5,0.4
"1432","6",1995,"spectabs","DM",2,5,0.4
"1433","6",1997,"exclosure","OT",2,5,0.4
"1434","6",1999,"spectabs","DM",2,5,0.4
"1435","6",2002,"spectabs","PP",2,5,0.4
"1436","6",2017,"control","DO",2,5,0.4
"1437","7",1987,"exclosure","RM",2,5,0.4
"1438","7",1988,"spectabs","DM",2,5,0.4
"1439","7",2004,"exclosure","PB",2,5,0.4
"1440","8",1990,"spectabs","DM",2,5,0.4
"1441","8",2001,"exclosure","OT",2,5,0.4
"1442","8",2008,"control","DO",2,5,0.4
"1443","9",1987,"control","DO",4,10,0.4
"1444","9",2008,"control","DO",2,5,0.4
"1445","4",1983,"control","DM",9,22,0.409090909090909
"1446","6",1996,"control","DM",7,17,0.411764705882353
"1447","9",2007,"control","DM",7,17,0.411764705882353
"1448","1",2011,"control","DM",5,12,0.416666666666667
"1449","11",1980,"control","DM",5,12,0.416666666666667
"1450","3",1987,"control","DO",5,12,0.416666666666667
"1451","3",2005,"exclosure","PP",5,12,0.416666666666667
"1452","3",2007,"exclosure","PB",5,12,0.416666666666667
"1453","5",2003,"spectabs","PP",5,12,0.416666666666667
"1454","8",1983,"control","DS",5,12,0.416666666666667
"1455","3",2017,"control","DM",13,31,0.419354838709677
"1456","11",1990,"exclosure","RM",3,7,0.428571428571429
"1457","12",1999,"control","PB",3,7,0.428571428571429
"1458","2",1997,"spectabs","DM",3,7,0.428571428571429
"1459","3",1978,"control","DS",3,7,0.428571428571429
"1460","3",1986,"control","DO",3,7,0.428571428571429
"1461","4",1987,"control","NA",3,7,0.428571428571429
"1462","4",1996,"control","PF",3,7,0.428571428571429
"1463","4",2002,"exclosure","PP",3,7,0.428571428571429
"1464","4",2005,"exclosure","PB",3,7,0.428571428571429
"1465","5",1992,"spectabs","DM",3,7,0.428571428571429
"1466","5",2007,"control","DO",3,7,0.428571428571429
"1467","6",1994,"control","DM",3,7,0.428571428571429
"1468","6",2002,"control","DM",3,7,0.428571428571429
"1469","6",2005,"control","DM",3,7,0.428571428571429
"1470","7",1990,"spectabs","DM",3,7,0.428571428571429
"1471","7",2007,"control","DM",6,14,0.428571428571429
"1472","8",2003,"control","PB",3,7,0.428571428571429
"1473","9",2002,"exclosure","PB",3,7,0.428571428571429
"1474","9",2010,"control","DM",3,7,0.428571428571429
"1475","1",1985,"control","DO",7,16,0.4375
"1476","10",1986,"control","DM",7,16,0.4375
"1477","3",1994,"control","DM",7,16,0.4375
"1478","9",2016,"control","DM",7,16,0.4375
"1479","2",2002,"exclosure","PB",8,18,0.444444444444444
"1480","2",2015,"control","DO",4,9,0.444444444444444
"1481","3",1990,"control","DO",4,9,0.444444444444444
"1482","3",2000,"control","DM",4,9,0.444444444444444
"1483","5",1999,"exclosure","PP",4,9,0.444444444444444
"1484","6",2001,"control","DM",4,9,0.444444444444444
"1485","6",2015,"control","DM",12,27,0.444444444444444
"1486","8",1988,"control","DM",4,9,0.444444444444444
"1487","1",2007,"control","PB",5,11,0.454545454545455
"1488","12",2005,"control","DO",5,11,0.454545454545455
"1489","4",2001,"control","DM",5,11,0.454545454545455
"1490","4",2015,"exclosure","PP",15,33,0.454545454545455
"1491","6",2016,"control","PP",5,11,0.454545454545455
"1492","2",2007,"exclosure","PP",6,13,0.461538461538462
"1493","2",2007,"control","DM",7,15,0.466666666666667
"1494","4",2015,"control","DM",8,17,0.470588235294118
"1495","1",2006,"control","DO",10,21,0.476190476190476
"1496","1",1980,"exclosure","PF",1,2,0.5
"1497","1",1981,"control","PF",1,2,0.5
"1498","1",1983,"control","OT",1,2,0.5
"1499","1",1983,"exclosure","DM",2,4,0.5
"1500","1",1985,"spectabs","DM",3,6,0.5
"1501","1",1987,"exclosure","PM",1,2,0.5
"1502","1",1988,"exclosure","DM",3,6,0.5
"1503","1",1988,"exclosure","DO",2,4,0.5
"1504","1",1988,"exclosure","NA",1,2,0.5
"1505","1",1990,"control","DS",1,2,0.5
"1506","1",1991,"spectabs","DM",3,6,0.5
"1507","1",2000,"spectabs","DO",1,2,0.5
"1508","1",2002,"spectabs","DO",1,2,0.5
"1509","1",2004,"control","OL",1,2,0.5
"1510","1",2007,"control","DM",2,4,0.5
"1511","1",2012,"control","DO",1,2,0.5
"1512","1",2017,"control","NA",1,2,0.5
"1513","1",2017,"control","RM",1,2,0.5
"1514","10",1980,"control","DS",5,10,0.5
"1515","10",1980,"spectabs","DM",1,2,0.5
"1516","10",1981,"spectabs","DM",1,2,0.5
"1517","10",1983,"exclosure","NA",1,2,0.5
"1518","10",1983,"exclosure","PM",1,2,0.5
"1519","10",1985,"spectabs","DM",1,2,0.5
"1520","10",1987,"exclosure","PM",1,2,0.5
"1521","10",1989,"control","DO",2,4,0.5
"1522","10",1989,"exclosure","PE",1,2,0.5
"1523","10",1994,"control","DO",1,2,0.5
"1524","10",1995,"spectabs","DO",1,2,0.5
"1525","10",1996,"control","DO",1,2,0.5
"1526","10",1996,"spectabs","DO",1,2,0.5
"1527","10",1996,"spectabs","PF",1,2,0.5
"1528","10",2001,"control","PF",1,2,0.5
"1529","10",2002,"control","NA",1,2,0.5
"1530","10",2002,"exclosure","DM",1,2,0.5
"1531","10",2007,"exclosure","PM",1,2,0.5
"1532","10",2008,"control","DS",1,2,0.5
"1533","10",2018,"control","DM",4,8,0.5
"1534","10",2018,"control","DO",1,2,0.5
"1535","11",1979,"control","DS",2,4,0.5
"1536","11",1982,"control","PM",1,2,0.5
"1537","11",1987,"spectabs","DM",1,2,0.5
"1538","11",1987,"spectabs","DO",1,2,0.5
"1539","11",1988,"control","DO",1,2,0.5
"1540","11",1988,"control","DS",1,2,0.5
"1541","11",1989,"exclosure","BA",1,2,0.5
"1542","11",1989,"spectabs","DO",1,2,0.5
"1543","11",1990,"spectabs","DO",1,2,0.5
"1544","11",1998,"exclosure","DM",2,4,0.5
"1545","11",1998,"spectabs","DO",1,2,0.5
"1546","11",2003,"spectabs","DO",1,2,0.5
"1547","11",2006,"control","DM",3,6,0.5
"1548","12",1980,"control","DS",5,10,0.5
"1549","12",1980,"exclosure","PF",1,2,0.5
"1550","12",1983,"control","DS",5,10,0.5
"1551","12",1985,"control","DO",4,8,0.5
"1552","12",1986,"control","RM",1,2,0.5
"1553","12",1986,"exclosure","PM",1,2,0.5
"1554","12",1990,"spectabs","DO",1,2,0.5
"1555","12",1991,"spectabs","DO",1,2,0.5
"1556","12",1995,"exclosure","DO",1,2,0.5
"1557","12",1998,"control","DO",1,2,0.5
"1558","12",1998,"spectabs","DM",1,2,0.5
"1559","2",1980,"control","DO",1,2,0.5
"1560","2",1984,"control","DO",3,6,0.5
"1561","2",1985,"control","DS",1,2,0.5
"1562","2",1985,"control","OL",2,4,0.5
"1563","2",1985,"spectabs","DM",2,4,0.5
"1564","2",1987,"control","DS",2,4,0.5
"1565","2",1987,"control","NA",1,2,0.5
"1566","2",1987,"control","PE",1,2,0.5
"1567","2",1987,"exclosure","PM",1,2,0.5
"1568","2",1988,"control","OT",1,2,0.5
"1569","2",1988,"spectabs","NA",1,2,0.5
"1570","2",1989,"control","DS",1,2,0.5
"1571","2",1989,"control","RM",3,6,0.5
"1572","2",1994,"exclosure","DM",1,2,0.5
"1573","2",1994,"exclosure","OT",2,4,0.5
"1574","2",2000,"spectabs","DO",1,2,0.5
"1575","2",2002,"control","PP",1,2,0.5
"1576","2",2003,"control","DO",6,12,0.5
"1577","2",2003,"spectabs","DM",2,4,0.5
"1578","2",2004,"control","DO",3,6,0.5
"1579","2",2004,"spectabs","DM",1,2,0.5
"1580","2",2013,"exclosure","OL",1,2,0.5
"1581","2",2015,"control","PB",1,2,0.5
"1582","2",2015,"exclosure","PP",6,12,0.5
"1583","2",2017,"exclosure","PB",1,2,0.5
"1584","2",2018,"exclosure","PP",1,2,0.5
"1585","3",1980,"control","OL",2,4,0.5
"1586","3",1982,"spectabs","DM",4,8,0.5
"1587","3",1983,"spectabs","RM",1,2,0.5
"1588","3",1984,"control","OL",1,2,0.5
"1589","3",1985,"control","OL",2,4,0.5
"1590","3",1987,"exclosure","PM",1,2,0.5
"1591","3",1987,"spectabs","DO",1,2,0.5
"1592","3",1988,"control","DS",1,2,0.5
"1593","3",1988,"control","NA",1,2,0.5
"1594","3",1988,"spectabs","RM",1,2,0.5
"1595","3",1989,"control","DM",5,10,0.5
"1596","3",1989,"control","NA",1,2,0.5
"1597","3",1989,"control","OL",1,2,0.5
"1598","3",1990,"control","DS",1,2,0.5
"1599","3",1990,"control","OT",1,2,0.5
"1600","3",1990,"control","RM",2,4,0.5
"1601","3",1990,"exclosure","PF",1,2,0.5
"1602","3",1991,"control","DO",1,2,0.5
"1603","3",1991,"control","OT",1,2,0.5
"1604","3",1991,"exclosure","OT",1,2,0.5
"1605","3",1992,"spectabs","DO",2,4,0.5
"1606","3",1993,"control","OT",1,2,0.5
"1607","3",1993,"spectabs","DM",3,6,0.5
"1608","3",1995,"control","DO",1,2,0.5
"1609","3",1995,"spectabs","DO",1,2,0.5
"1610","3",1996,"spectabs","PF",1,2,0.5
"1611","3",1997,"exclosure","DO",1,2,0.5
"1612","3",1999,"control","DO",3,6,0.5
"1613","3",2002,"exclosure","PF",1,2,0.5
"1614","3",2002,"exclosure","PP",1,2,0.5
"1615","3",2003,"control","OL",1,2,0.5
"1616","3",2003,"exclosure","DM",1,2,0.5
"1617","3",2003,"exclosure","RM",1,2,0.5
"1618","3",2004,"control","PB",1,2,0.5
"1619","3",2006,"control","DO",4,8,0.5
"1620","3",2007,"control","PE",1,2,0.5
"1621","3",2007,"exclosure","RM",2,4,0.5
"1622","3",2009,"exclosure","DM",1,2,0.5
"1623","3",2010,"control","DM",4,8,0.5
"1624","3",2010,"exclosure","DM",1,2,0.5
"1625","3",2011,"control","DO",1,2,0.5
"1626","3",2012,"control","PB",1,2,0.5
"1627","3",2012,"control","PF",2,4,0.5
"1628","3",2013,"control","DO",1,2,0.5
"1629","3",2013,"exclosure","DM",1,2,0.5
"1630","3",2015,"exclosure","PF",1,2,0.5
"1631","3",2019,"control","PP",1,2,0.5
"1632","4",1982,"exclosure","PF",1,2,0.5
"1633","4",1982,"exclosure","PM",1,2,0.5
"1634","4",1982,"exclosure","RM",1,2,0.5
"1635","4",1983,"control","PM",1,2,0.5
"1636","4",1983,"control","RM",1,2,0.5
"1637","4",1984,"control","DM",5,10,0.5
"1638","4",1984,"control","DS",4,8,0.5
"1639","4",1984,"exclosure","NA",1,2,0.5
"1640","4",1986,"exclosure","PP",1,2,0.5
"1641","4",1986,"spectabs","DO",1,2,0.5
"1642","4",1987,"control","PM",1,2,0.5
"1643","4",1988,"control","DS",2,4,0.5
"1644","4",1988,"exclosure","PP",1,2,0.5
"1645","4",1991,"control","NA",1,2,0.5
"1646","4",1991,"exclosure","RM",2,4,0.5
"1647","4",1992,"exclosure","PH",1,2,0.5
"1648","4",1993,"spectabs","DM",1,2,0.5
"1649","4",1995,"control","DO",1,2,0.5
"1650","4",1995,"spectabs","DM",4,8,0.5
"1651","4",1996,"exclosure","PM",1,2,0.5
"1652","4",1996,"spectabs","PF",2,4,0.5
"1653","4",1999,"control","PB",1,2,0.5
"1654","4",1999,"control","PP",1,2,0.5
"1655","4",1999,"exclosure","DM",1,2,0.5
"1656","4",1999,"exclosure","PM",1,2,0.5
"1657","4",1999,"spectabs","DM",2,4,0.5
"1658","4",2002,"control","PB",2,4,0.5
"1659","4",2004,"control","OT",1,2,0.5
"1660","4",2004,"spectabs","PP",1,2,0.5
"1661","4",2005,"control","PB",1,2,0.5
"1662","4",2009,"exclosure","OL",1,2,0.5
"1663","4",2013,"control","DO",1,2,0.5
"1664","4",2013,"exclosure","PB",2,4,0.5
"1665","4",2013,"exclosure","PF",1,2,0.5
"1666","4",2014,"control","PB",2,4,0.5
"1667","4",2014,"exclosure","DM",1,2,0.5
"1668","4",2015,"control","PF",1,2,0.5
"1669","4",2015,"exclosure","PF",1,2,0.5
"1670","4",2017,"control","PP",5,10,0.5
"1671","4",2019,"control","OT",1,2,0.5
"1672","4",2019,"exclosure","PE",1,2,0.5
"1673","5",1982,"control","RM",1,2,0.5
"1674","5",1982,"exclosure","NA",1,2,0.5
"1675","5",1983,"control","PP",1,2,0.5
"1676","5",1983,"exclosure","RM",1,2,0.5
"1677","5",1984,"exclosure","OL",1,2,0.5
"1678","5",1984,"exclosure","PP",1,2,0.5
"1679","5",1985,"spectabs","OL",1,2,0.5
"1680","5",1988,"exclosure","PP",1,2,0.5
"1681","5",1989,"control","DO",1,2,0.5
"1682","5",1989,"control","OL",1,2,0.5
"1683","5",1989,"spectabs","DM",1,2,0.5
"1684","5",1990,"spectabs","DO",1,2,0.5
"1685","5",1994,"exclosure","PF",2,4,0.5
"1686","5",1994,"exclosure","PP",1,2,0.5
"1687","5",1996,"control","PF",2,4,0.5
"1688","5",1997,"spectabs","DM",1,2,0.5
"1689","5",1998,"exclosure","PF",1,2,0.5
"1690","5",1998,"spectabs","PP",1,2,0.5
"1691","5",2001,"spectabs","PP",1,2,0.5
"1692","5",2002,"spectabs","DO",1,2,0.5
"1693","5",2003,"control","PI",2,4,0.5
"1694","5",2003,"exclosure","NA",1,2,0.5
"1695","5",2003,"exclosure","OL",2,4,0.5
"1696","5",2003,"exclosure","SF",1,2,0.5
"1697","5",2004,"exclosure","DM",1,2,0.5
"1698","5",2004,"spectabs","PP",2,4,0.5
"1699","5",2005,"control","PP",4,8,0.5
"1700","5",2011,"exclosure","PB",1,2,0.5
"1701","5",2012,"control","PF",1,2,0.5
"1702","5",2013,"control","PP",12,24,0.5
"1703","6",1981,"control","PF",1,2,0.5
"1704","6",1982,"control","OL",1,2,0.5
"1705","6",1983,"control","PF",1,2,0.5
"1706","6",1985,"exclosure","RM",1,2,0.5
"1707","6",1985,"spectabs","DM",1,2,0.5
"1708","6",1987,"control","PM",1,2,0.5
"1709","6",1988,"control","OL",1,2,0.5
"1710","6",1990,"control","DS",1,2,0.5
"1711","6",1991,"control","DO",1,2,0.5
"1712","6",1995,"control","PP",2,4,0.5
"1713","6",1996,"spectabs","DO",1,2,0.5
"1714","6",1998,"control","OT",2,4,0.5
"1715","6",1999,"exclosure","PP",1,2,0.5
"1716","6",2000,"spectabs","PB",1,2,0.5
"1717","6",2000,"spectabs","PP",1,2,0.5
"1718","6",2002,"control","OT",1,2,0.5
"1719","6",2003,"control","PI",1,2,0.5
"1720","6",2003,"exclosure","OL",1,2,0.5
"1721","6",2003,"exclosure","OT",1,2,0.5
"1722","6",2004,"control","DO",3,6,0.5
"1723","6",2005,"control","OT",1,2,0.5
"1724","6",2009,"exclosure","PF",1,2,0.5
"1725","6",2015,"exclosure","DM",1,2,0.5
"1726","6",2015,"exclosure","PF",1,2,0.5
"1727","6",2015,"exclosure","RM",1,2,0.5
"1728","6",2016,"exclosure","PB",1,2,0.5
"1729","6",2017,"control","NA",1,2,0.5
"1730","7",1979,"spectabs","DM",1,2,0.5
"1731","7",1981,"control","PF",1,2,0.5
"1732","7",1981,"exclosure","PF",1,2,0.5
"1733","7",1982,"exclosure","PM",1,2,0.5
"1734","7",1983,"exclosure","PF",1,2,0.5
"1735","7",1984,"spectabs","DO",1,2,0.5
"1736","7",1987,"exclosure","PM",2,4,0.5
"1737","7",1988,"exclosure","PE",1,2,0.5
"1738","7",1990,"control","OT",1,2,0.5
"1739","7",1990,"exclosure","PF",1,2,0.5
"1740","7",1992,"exclosure","RM",1,2,0.5
"1741","7",1992,"spectabs","DO",1,2,0.5
"1742","7",1994,"control","DO",1,2,0.5
"1743","7",1994,"spectabs","DM",1,2,0.5
"1744","7",1996,"control","OT",1,2,0.5
"1745","7",1996,"exclosure","PF",2,4,0.5
"1746","7",1996,"spectabs","DM",1,2,0.5
"1747","7",2000,"control","DO",3,6,0.5
"1748","7",2001,"control","DO",2,4,0.5
"1749","7",2002,"control","OT",1,2,0.5
"1750","7",2003,"control","DO",2,4,0.5
"1751","7",2004,"exclosure","DM",1,2,0.5
"1752","7",2008,"control","PF",1,2,0.5
"1753","7",2008,"control","PP",2,4,0.5
"1754","7",2008,"control","SF",1,2,0.5
"1755","7",2013,"control","DO",1,2,0.5
"1756","7",2015,"exclosure","BA",1,2,0.5
"1757","7",2015,"exclosure","PF",1,2,0.5
"1758","7",2017,"control","DO",1,2,0.5
"1759","7",2018,"exclosure","PB",1,2,0.5
"1760","8",1982,"control","OT",1,2,0.5
"1761","8",1984,"spectabs","OL",1,2,0.5
"1762","8",1985,"exclosure","OT",1,2,0.5
"1763","8",1985,"exclosure","PP",1,2,0.5
"1764","8",1986,"control","DO",1,2,0.5
"1765","8",1986,"spectabs","DM",1,2,0.5
"1766","8",1987,"control","DS",1,2,0.5
"1767","8",1987,"control","OT",1,2,0.5
"1768","8",1987,"control","PM",2,4,0.5
"1769","8",1987,"exclosure","PM",1,2,0.5
"1770","8",1988,"control","DS",1,2,0.5
"1771","8",1988,"control","OT",1,2,0.5
"1772","8",1992,"control","DO",2,4,0.5
"1773","8",1992,"control","OT",1,2,0.5
"1774","8",1992,"spectabs","DM",1,2,0.5
"1775","8",1995,"control","PF",1,2,0.5
"1776","8",1996,"exclosure","OT",1,2,0.5
"1777","8",1996,"exclosure","PF",1,2,0.5
"1778","8",1996,"spectabs","DM",1,2,0.5
"1779","8",1998,"control","DO",2,4,0.5
"1780","8",2004,"spectabs","DO",1,2,0.5
"1781","8",2008,"exclosure","OT",1,2,0.5
"1782","8",2014,"exclosure","OT",1,2,0.5
"1783","9",1982,"exclosure","PM",1,2,0.5
"1784","9",1987,"control","PM",2,4,0.5
"1785","9",1988,"control","DO",1,2,0.5
"1786","9",1993,"exclosure","PF",2,4,0.5
"1787","9",1994,"exclosure","PF",1,2,0.5
"1788","9",1997,"spectabs","DO",1,2,0.5
"1789","9",1998,"control","DO",3,6,0.5
"1790","9",1999,"exclosure","PB",1,2,0.5
"1791","9",2001,"control","DO",2,4,0.5
"1792","9",2007,"control","PL",1,2,0.5
"1793","9",2008,"control","DS",1,2,0.5
"1794","9",2009,"control","DO",1,2,0.5
"1795","9",2013,"control","PB",1,2,0.5
"1796","9",2014,"exclosure","OT",1,2,0.5
"1797","9",2016,"exclosure","OT",1,2,0.5
"1798","9",2018,"control","DO",1,2,0.5
"1799","9",2018,"exclosure","OT",1,2,0.5
"1800","4",2006,"control","PP",12,23,0.521739130434783
"1801","5",2014,"control","DM",7,13,0.538461538461538
"1802","11",1980,"control","DS",6,11,0.545454545454545
"1803","5",2019,"control","DM",6,11,0.545454545454545
"1804","3",2003,"exclosure","PF",5,9,0.555555555555556
"1805","3",2004,"exclosure","PB",5,9,0.555555555555556
"1806","5",1996,"control","DM",10,18,0.555555555555556
"1807","5",2003,"control","OL",5,9,0.555555555555556
"1808","12",1977,"control","DS",4,7,0.571428571428571
"1809","2",2002,"control","PB",4,7,0.571428571428571
"1810","2",2012,"exclosure","PP",4,7,0.571428571428571
"1811","4",2000,"control","DO",4,7,0.571428571428571
"1812","4",2004,"control","PP",4,7,0.571428571428571
"1813","5",2003,"exclosure","OT",4,7,0.571428571428571
"1814","7",1981,"spectabs","DM",4,7,0.571428571428571
"1815","10",2005,"control","DO",3,5,0.6
"1816","2",1999,"exclosure","PB",3,5,0.6
"1817","3",1983,"exclosure","RM",3,5,0.6
"1818","4",1980,"control","PF",3,5,0.6
"1819","5",1988,"control","DO",3,5,0.6
"1820","5",1998,"control","DO",3,5,0.6
"1821","6",1990,"spectabs","DM",3,5,0.6
"1822","7",1983,"control","DO",3,5,0.6
"1823","7",1986,"control","DS",3,5,0.6
"1824","7",2002,"control","DM",3,5,0.6
"1825","9",2002,"control","DM",3,5,0.6
"1826","9",2008,"control","DM",3,5,0.6
"1827","1",1989,"spectabs","DM",6,9,0.666666666666667
"1828","10",1986,"control","DO",2,3,0.666666666666667
"1829","10",1995,"spectabs","DM",2,3,0.666666666666667
"1830","10",2009,"control","PB",2,3,0.666666666666667
"1831","11",1980,"spectabs","DM",2,3,0.666666666666667
"1832","12",1985,"spectabs","DM",2,3,0.666666666666667
"1833","12",1989,"spectabs","DM",2,3,0.666666666666667
"1834","12",2002,"spectabs","DM",4,6,0.666666666666667
"1835","2",1983,"control","OL",2,3,0.666666666666667
"1836","2",1988,"exclosure","DO",2,3,0.666666666666667
"1837","2",1990,"exclosure","PF",2,3,0.666666666666667
"1838","2",1991,"control","OL",2,3,0.666666666666667
"1839","2",1991,"control","OT",2,3,0.666666666666667
"1840","2",1991,"spectabs","DO",2,3,0.666666666666667
"1841","2",2000,"exclosure","PP",4,6,0.666666666666667
"1842","3",1980,"spectabs","DM",2,3,0.666666666666667
"1843","3",1985,"spectabs","DM",2,3,0.666666666666667
"1844","3",1986,"control","OL",2,3,0.666666666666667
"1845","3",1989,"exclosure","PM",2,3,0.666666666666667
"1846","3",2002,"spectabs","DO",2,3,0.666666666666667
"1847","3",2003,"control","PF",2,3,0.666666666666667
"1848","3",2012,"exclosure","PF",2,3,0.666666666666667
"1849","3",2014,"exclosure","PF",2,3,0.666666666666667
"1850","4",1980,"exclosure","PF",2,3,0.666666666666667
"1851","4",1982,"control","RM",2,3,0.666666666666667
"1852","4",1983,"spectabs","DM",2,3,0.666666666666667
"1853","4",1993,"control","PP",2,3,0.666666666666667
"1854","4",1995,"exclosure","RM",2,3,0.666666666666667
"1855","4",2001,"control","PP",2,3,0.666666666666667
"1856","4",2002,"spectabs","DM",2,3,0.666666666666667
"1857","4",2015,"exclosure","DO",2,3,0.666666666666667
"1858","5",1982,"control","PE",2,3,0.666666666666667
"1859","5",2003,"exclosure","DM",2,3,0.666666666666667
"1860","5",2003,"exclosure","PE",2,3,0.666666666666667
"1861","6",1986,"control","DS",2,3,0.666666666666667
"1862","6",1989,"spectabs","DM",2,3,0.666666666666667
"1863","6",1990,"spectabs","DO",2,3,0.666666666666667
"1864","6",1993,"spectabs","DM",2,3,0.666666666666667
"1865","6",1995,"exclosure","PP",4,6,0.666666666666667
"1866","6",1997,"exclosure","DO",2,3,0.666666666666667
"1867","6",1997,"spectabs","OT",2,3,0.666666666666667
"1868","6",1998,"spectabs","DM",2,3,0.666666666666667
"1869","6",2014,"exclosure","DM",2,3,0.666666666666667
"1870","7",1979,"control","DO",2,3,0.666666666666667
"1871","7",1986,"spectabs","DM",2,3,0.666666666666667
"1872","7",2018,"control","OT",2,3,0.666666666666667
"1873","8",1981,"spectabs","DM",2,3,0.666666666666667
"1874","8",1984,"control","DO",2,3,0.666666666666667
"1875","8",1984,"exclosure","NA",2,3,0.666666666666667
"1876","8",1987,"control","OL",2,3,0.666666666666667
"1877","8",1990,"spectabs","DO",2,3,0.666666666666667
"1878","8",1993,"exclosure","PF",2,3,0.666666666666667
