"","X","month","Month","year","count","trt","repro","proportion","species"
"432",76,7,"Jul",1998,3,"exclosure",1,0.333333333333333,"PM"
"433",77,7,"Jul",2015,1,"exclosure",1,1,"PM"
"434",79,8,"Aug",1982,1,"exclosure",1,1,"PM"
"435",80,8,"Aug",1983,1,"exclosure",1,1,"PM"
"436",83,8,"Aug",1998,2,"exclosure",1,0.5,"PM"
"437",84,9,"Sept",1982,2,"exclosure",1,0.5,"PM"
"438",86,9,"Sept",1987,1,"exclosure",1,1,"PM"
"439",87,9,"Sept",1988,1,"exclosure",1,1,"PM"
"440",88,9,"Sept",1997,4,"exclosure",1,0.25,"PM"
"441",89,9,"Sept",1998,1,"exclosure",1,1,"PM"
"442",90,9,"Sept",2007,1,"exclosure",1,1,"PM"
"443",95,10,"Oct",1983,2,"exclosure",1,0.5,"PM"
"444",96,10,"Oct",1985,1,"exclosure",1,1,"PM"
"445",97,10,"Oct",1987,2,"exclosure",1,0.5,"PM"
"446",98,10,"Oct",1988,3,"exclosure",1,0.333333333333333,"PM"
"447",101,10,"Oct",2007,2,"exclosure",1,0.5,"PM"
"448",104,11,"Nov",1982,1,"exclosure",1,1,"PM"
"449",113,12,"Dec",1983,1,"exclosure",1,1,"PM"
"450",117,12,"Dec",1996,1,"exclosure",1,1,"PM"
"451",121,1,"Jan",1983,2,"control",1,0.5,"PM"
"452",127,2,"Feb",1983,1,"control",1,1,"PM"
"453",129,2,"Feb",1996,2,"control",1,0.5,"PM"
"454",134,3,"Mar",1987,1,"control",1,1,"PM"
"455",135,3,"Mar",1989,1,"control",1,1,"PM"
"456",141,4,"Apr",1981,1,"control",1,1,"PM"
"457",142,4,"Apr",1982,1,"control",1,1,"PM"
"458",143,4,"Apr",1983,2,"control",1,0.5,"PM"
"459",144,4,"Apr",1984,1,"control",1,1,"PM"
"460",145,4,"Apr",1985,2,"control",1,0.5,"PM"
"461",147,4,"Apr",1996,2,"control",1,0.5,"PM"
"462",152,5,"May",1986,2,"control",1,0.5,"PM"
"463",153,5,"May",1987,1,"control",1,1,"PM"
"464",154,5,"May",1997,3,"control",1,0.333333333333333,"PM"
"465",156,5,"May",2006,1,"control",1,1,"PM"
"466",157,5,"May",2007,4,"control",1,0.25,"PM"
"467",161,6,"Jun",1997,5,"control",1,0.2,"PM"
"468",166,7,"Jul",1997,6,"control",1,0.166666666666667,"PM"
"469",167,7,"Jul",2015,1,"control",1,1,"PM"
"470",172,8,"Aug",2015,1,"control",1,1,"PM"
"471",173,9,"Sept",1982,1,"control",1,1,"PM"
"472",176,9,"Sept",2007,1,"control",1,1,"PM"
"473",182,11,"Nov",1986,1,"control",1,1,"PM"
"474",185,11,"Nov",2006,1,"control",1,1,"PM"
"475",188,12,"Dec",1986,3,"control",1,0.333333333333333,"PM"
"476",2,1,"Jan",1981,2,"exclosure",1,0.5,"RM"
"477",20,1,"Jan",2017,1,"exclosure",1,1,"RM"
"478",21,2,"Feb",1980,4,"exclosure",1,0.25,"RM"
"479",24,2,"Feb",1984,4,"exclosure",1,0.25,"RM"
"480",26,2,"Feb",1988,8,"exclosure",1,0.125,"RM"
"481",32,2,"Feb",1994,2,"exclosure",1,0.5,"RM"
"482",45,3,"Mar",1981,1,"exclosure",1,1,"RM"
"483",48,3,"Mar",1984,1,"exclosure",1,1,"RM"
"484",49,3,"Mar",1985,2,"exclosure",1,0.5,"RM"
"485",58,3,"Mar",1996,4,"exclosure",1,0.25,"RM"
"486",62,3,"Mar",2000,1,"exclosure",1,1,"RM"
"487",63,3,"Mar",2001,1,"exclosure",1,1,"RM"
"488",64,3,"Mar",2002,1,"exclosure",1,1,"RM"
"489",65,3,"Mar",2003,2,"exclosure",1,0.5,"RM"
"490",74,4,"Apr",1980,3,"exclosure",1,0.333333333333333,"RM"
"491",75,4,"Apr",1982,2,"exclosure",1,0.5,"RM"
"492",76,4,"Apr",1983,1,"exclosure",1,1,"RM"
"493",82,4,"Apr",1992,1,"exclosure",1,1,"RM"
"494",85,4,"Apr",1996,6,"exclosure",1,0.166666666666667,"RM"
"495",93,5,"May",1984,1,"exclosure",1,1,"RM"
"496",94,5,"May",1985,1,"exclosure",1,1,"RM"
"497",97,5,"May",1991,1,"exclosure",1,1,"RM"
"498",98,5,"May",1992,1,"exclosure",1,1,"RM"
"499",102,5,"May",1999,2,"exclosure",1,0.5,"RM"
"500",103,5,"May",2002,1,"exclosure",1,1,"RM"
"501",107,6,"Jun",1981,1,"exclosure",1,1,"RM"
"502",110,6,"Jun",1987,1,"exclosure",1,1,"RM"
"503",111,6,"Jun",1988,1,"exclosure",1,1,"RM"
"504",113,6,"Jun",1990,1,"exclosure",1,1,"RM"
"505",115,6,"Jun",1993,1,"exclosure",1,1,"RM"
"506",116,6,"Jun",1995,1,"exclosure",1,1,"RM"
"507",118,6,"Jun",1999,1,"exclosure",1,1,"RM"
"508",119,6,"Jun",2007,1,"exclosure",1,1,"RM"
"509",122,7,"Jul",1982,1,"exclosure",1,1,"RM"
"510",123,7,"Jul",1984,2,"exclosure",1,0.5,"RM"
"511",124,7,"Jul",1985,1,"exclosure",1,1,"RM"
"512",128,7,"Jul",1991,3,"exclosure",1,0.333333333333333,"RM"
"513",130,7,"Jul",1993,1,"exclosure",1,1,"RM"
"514",131,7,"Jul",1994,1,"exclosure",1,1,"RM"
"515",133,7,"Jul",2003,1,"exclosure",1,1,"RM"
"516",135,8,"Aug",1982,1,"exclosure",1,1,"RM"
"517",136,8,"Aug",1987,1,"exclosure",1,1,"RM"
"518",137,8,"Aug",1990,1,"exclosure",1,1,"RM"
"519",139,9,"Sept",1987,1,"exclosure",1,1,"RM"
"520",140,9,"Sept",1991,1,"exclosure",1,1,"RM"
"521",141,9,"Sept",1992,2,"exclosure",1,0.5,"RM"
"522",144,9,"Sept",1997,1,"exclosure",1,1,"RM"
"523",145,10,"Oct",1977,1,"exclosure",1,1,"RM"
"524",147,10,"Oct",1983,1,"exclosure",1,1,"RM"
"525",148,10,"Oct",1984,1,"exclosure",1,1,"RM"
"526",156,10,"Oct",2000,1,"exclosure",1,1,"RM"
"527",158,10,"Oct",2015,3,"exclosure",1,0.333333333333333,"RM"
"528",161,11,"Nov",1982,3,"exclosure",1,0.333333333333333,"RM"
"529",163,11,"Nov",1985,2,"exclosure",1,0.5,"RM"
"530",164,11,"Nov",1986,1,"exclosure",1,1,"RM"
"531",165,11,"Nov",1987,9,"exclosure",1,0.111111111111111,"RM"
"532",169,11,"Nov",1991,13,"exclosure",1,0.0769230769230769,"RM"
"533",171,11,"Nov",1996,2,"exclosure",1,0.5,"RM"
"534",176,11,"Nov",2008,1,"exclosure",1,1,"RM"
"535",185,12,"Dec",1986,4,"exclosure",1,0.25,"RM"
"536",199,1,"Jan",1981,2,"control",1,0.5,"RM"
"537",201,1,"Jan",1983,5,"control",1,0.2,"RM"
"538",211,1,"Jan",1999,1,"control",1,1,"RM"
"539",216,1,"Jan",2015,4,"control",1,0.25,"RM"
"540",218,1,"Jan",2017,2,"control",1,0.5,"RM"
"541",219,2,"Feb",1980,1,"control",1,1,"RM"
"542",225,2,"Feb",1990,3,"control",1,0.333333333333333,"RM"
"543",228,2,"Feb",1993,2,"control",1,0.5,"RM"
"544",229,2,"Feb",1996,1,"control",1,1,"RM"
"545",233,2,"Feb",2003,1,"control",1,1,"RM"
"546",243,3,"Mar",1980,3,"control",1,0.333333333333333,"RM"
"547",246,3,"Mar",1984,1,"control",1,1,"RM"
"548",247,3,"Mar",1986,1,"control",1,1,"RM"
"549",248,3,"Mar",1987,1,"control",1,1,"RM"
"550",249,3,"Mar",1988,4,"control",1,0.25,"RM"
"551",254,3,"Mar",1993,1,"control",1,1,"RM"
"552",258,3,"Mar",2007,1,"control",1,1,"RM"
"553",260,3,"Mar",2014,4,"control",1,0.25,"RM"
"554",263,3,"Mar",2017,1,"control",1,1,"RM"
"555",265,4,"Apr",1983,2,"control",1,0.5,"RM"
"556",266,4,"Apr",1984,2,"control",1,0.5,"RM"
"557",267,4,"Apr",1987,1,"control",1,1,"RM"
"558",268,4,"Apr",1988,1,"control",1,1,"RM"
"559",271,4,"Apr",1993,1,"control",1,1,"RM"
"560",272,4,"Apr",1995,1,"control",1,1,"RM"
"561",273,4,"Apr",1996,5,"control",1,0.2,"RM"
"562",279,4,"Apr",2017,2,"control",1,0.5,"RM"
"563",281,5,"May",1983,2,"control",1,0.5,"RM"
"564",282,5,"May",1986,1,"control",1,1,"RM"
"565",283,5,"May",1987,1,"control",1,1,"RM"
"566",285,5,"May",1992,1,"control",1,1,"RM"
"567",286,5,"May",2003,1,"control",1,1,"RM"
"568",290,5,"May",2016,2,"control",1,0.5,"RM"
"569",291,6,"Jun",1983,1,"control",1,1,"RM"
"570",295,6,"Jun",2007,3,"control",1,0.333333333333333,"RM"
"571",299,7,"Jul",1984,1,"control",1,1,"RM"
"572",302,7,"Jul",1989,1,"control",1,1,"RM"
"573",303,7,"Jul",1993,1,"control",1,1,"RM"
"574",306,8,"Aug",1987,1,"control",1,1,"RM"
"575",308,10,"Oct",1981,1,"control",1,1,"RM"
"576",309,10,"Oct",1983,1,"control",1,1,"RM"
"577",311,10,"Oct",1991,2,"control",1,0.5,"RM"
"578",313,10,"Oct",1995,1,"control",1,1,"RM"
"579",321,11,"Nov",1987,4,"control",1,0.25,"RM"
"580",322,11,"Nov",1988,1,"control",1,1,"RM"
"581",331,12,"Dec",1986,2,"control",1,0.5,"RM"
"582",338,12,"Dec",1995,2,"control",1,0.5,"RM"
"583",343,12,"Dec",2013,1,"control",1,1,"RM"
"584",16,1,"Jan",2015,3,"exclosure",2,0.666666666666667,"PB"
"585",28,2,"Feb",2009,7,"exclosure",2,0.285714285714286,"PB"
"586",30,2,"Feb",2012,2,"exclosure",2,1,"PB"
"587",39,3,"Mar",1998,10,"exclosure",2,0.2,"PB"
"588",53,3,"Mar",2013,6,"exclosure",2,0.333333333333333,"PB"
"589",73,4,"Apr",2013,4,"exclosure",2,0.5,"PB"
"590",81,5,"May",1999,4,"exclosure",2,0.5,"PB"
"591",106,6,"Jun",2004,4,"exclosure",2,0.5,"PB"
"592",113,6,"Jun",2014,8,"exclosure",2,0.25,"PB"
"593",114,6,"Jun",2015,6,"exclosure",2,0.333333333333333,"PB"
"594",120,7,"Jul",1998,9,"exclosure",2,0.222222222222222,"PB"
"595",129,7,"Jul",2008,7,"exclosure",2,0.285714285714286,"PB"
"596",133,7,"Jul",2015,4,"exclosure",2,0.5,"PB"
"597",135,7,"Jul",2018,2,"exclosure",2,1,"PB"
"598",143,8,"Aug",2007,22,"exclosure",2,0.0909090909090909,"PB"
"599",145,8,"Aug",2009,9,"exclosure",2,0.222222222222222,"PB"
"600",156,9,"Sept",2001,26,"exclosure",2,0.0769230769230769,"PB"
"601",165,9,"Sept",2010,2,"exclosure",2,1,"PB"
"602",166,9,"Sept",2012,11,"exclosure",2,0.181818181818182,"PB"
"603",190,10,"Oct",2014,3,"exclosure",2,0.666666666666667,"PB"
"604",201,11,"Nov",2003,12,"exclosure",2,0.166666666666667,"PB"
"605",224,12,"Dec",2006,22,"exclosure",2,0.0909090909090909,"PB"
"606",249,2,"Feb",1999,2,"control",2,1,"PB"
"607",261,2,"Feb",2015,2,"control",2,1,"PB"
"608",262,3,"Mar",1997,3,"control",2,0.666666666666667,"PB"
"609",263,3,"Mar",1998,5,"control",2,0.4,"PB"
"610",267,3,"Mar",2002,2,"control",2,1,"PB"
"611",269,3,"Mar",2004,2,"control",2,1,"PB"
"612",284,4,"Apr",2005,2,"control",2,1,"PB"
"613",291,4,"Apr",2014,4,"control",2,0.5,"PB"
"614",312,6,"Jun",2000,8,"control",2,0.25,"PB"
"615",316,6,"Jun",2004,5,"control",2,0.4,"PB"
"616",320,6,"Jun",2009,5,"control",2,0.4,"PB"
"617",331,7,"Jul",2005,9,"control",2,0.222222222222222,"PB"
"618",342,8,"Aug",2001,12,"control",2,0.166666666666667,"PB"
"619",378,10,"Oct",2004,8,"control",2,0.25,"PB"
"620",379,10,"Oct",2005,4,"control",2,0.5,"PB"
"621",383,10,"Oct",2009,3,"control",2,0.666666666666667,"PB"
"622",406,12,"Dec",1996,3,"control",2,0.666666666666667,"PB"
"623",415,12,"Dec",2006,23,"control",2,0.0869565217391304,"PB"
"624",420,12,"Dec",2013,6,"control",2,0.333333333333333,"PB"
"625",19,2,"Feb",1988,6,"exclosure",2,0.333333333333333,"PE"
"626",58,4,"Apr",1990,2,"exclosure",2,1,"PE"
"627",63,4,"Apr",2014,5,"exclosure",2,0.4,"PE"
"628",71,5,"May",1987,2,"exclosure",2,1,"PE"
"629",79,5,"May",2003,3,"exclosure",2,0.666666666666667,"PE"
"630",84,5,"May",2017,3,"exclosure",2,0.666666666666667,"PE"
"631",89,6,"Jun",1988,5,"exclosure",2,0.4,"PE"
"632",96,6,"Jun",2005,2,"exclosure",2,1,"PE"
"633",100,6,"Jun",2015,5,"exclosure",2,0.4,"PE"
"634",104,7,"Jul",1989,4,"exclosure",2,0.5,"PE"
"635",117,8,"Aug",1991,2,"exclosure",2,1,"PE"
"636",142,10,"Oct",1988,5,"exclosure",2,0.4,"PE"
"637",242,3,"Mar",1983,2,"control",2,1,"PE"
"638",246,3,"Mar",1989,2,"control",2,1,"PE"
"639",248,3,"Mar",1992,3,"control",2,0.666666666666667,"PE"
"640",267,4,"Apr",1983,2,"control",2,1,"PE"
"641",268,4,"Apr",1985,2,"control",2,1,"PE"
"642",272,4,"Apr",1989,2,"control",2,1,"PE"
"643",282,5,"May",1982,3,"control",2,0.666666666666667,"PE"
"644",286,5,"May",1986,4,"control",2,0.5,"PE"
"645",287,5,"May",1987,3,"control",2,0.666666666666667,"PE"
"646",334,8,"Aug",1988,4,"control",2,0.5,"PE"
"647",346,9,"Sept",1987,2,"control",2,1,"PE"
"648",14,3,"Mar",1993,3,"exclosure",2,0.666666666666667,"PP"
"649",20,3,"Mar",2002,2,"exclosure",2,1,"PP"
"650",29,3,"Mar",2011,7,"exclosure",2,0.285714285714286,"PP"
"651",40,4,"Apr",1986,2,"exclosure",2,1,"PP"
"652",42,4,"Apr",1988,2,"exclosure",2,1,"PP"
"653",43,4,"Apr",1989,4,"exclosure",2,0.5,"PP"
"654",51,4,"Apr",1999,2,"exclosure",2,1,"PP"
"655",72,5,"May",1984,2,"exclosure",2,1,"PP"
"656",74,5,"May",1987,2,"exclosure",2,1,"PP"
"657",75,5,"May",1988,2,"exclosure",2,1,"PP"
"658",76,5,"May",1989,2,"exclosure",2,1,"PP"
"659",78,5,"May",1991,2,"exclosure",2,1,"PP"
"660",81,5,"May",1994,2,"exclosure",2,1,"PP"
"661",104,6,"Jun",1985,2,"exclosure",2,1,"PP"
"662",107,6,"Jun",1988,2,"exclosure",2,1,"PP"
"663",108,6,"Jun",1993,4,"exclosure",2,0.5,"PP"
"664",113,6,"Jun",1999,2,"exclosure",2,1,"PP"
"665",117,6,"Jun",2003,15,"exclosure",2,0.133333333333333,"PP"
"666",123,6,"Jun",2009,4,"exclosure",2,0.5,"PP"
"667",136,7,"Jul",1993,3,"exclosure",2,0.666666666666667,"PP"
"668",142,7,"Jul",2003,16,"exclosure",2,0.125,"PP"
"669",147,7,"Jul",2008,10,"exclosure",2,0.2,"PP"
"670",149,7,"Jul",2010,5,"exclosure",2,0.4,"PP"
"671",153,7,"Jul",2015,34,"exclosure",2,0.0588235294117647,"PP"
"672",155,7,"Jul",2017,12,"exclosure",2,0.166666666666667,"PP"
"673",159,8,"Aug",1991,3,"exclosure",2,0.666666666666667,"PP"
"674",160,8,"Aug",1994,6,"exclosure",2,0.333333333333333,"PP"
"675",168,8,"Aug",2012,30,"exclosure",2,0.0666666666666667,"PP"
"676",170,8,"Aug",2018,5,"exclosure",2,0.4,"PP"
"677",171,8,"Aug",2019,10,"exclosure",2,0.2,"PP"
"678",183,9,"Sept",2019,24,"exclosure",2,0.0833333333333333,"PP"
"679",186,10,"Oct",2006,22,"exclosure",2,0.0909090909090909,"PP"
"680",188,10,"Oct",2016,5,"exclosure",2,0.4,"PP"
"681",189,11,"Nov",2006,21,"exclosure",2,0.0952380952380952,"PP"
"682",194,2,"Feb",2002,2,"control",2,1,"PP"
"683",202,3,"Mar",1996,4,"control",2,0.5,"PP"
"684",204,3,"Mar",1998,3,"control",2,0.666666666666667,"PP"
"685",209,3,"Mar",2004,3,"control",2,0.666666666666667,"PP"
"686",230,4,"Apr",1999,2,"control",2,1,"PP"
"687",249,4,"Apr",2019,2,"control",2,1,"PP"
"688",281,6,"Jun",1978,2,"control",2,1,"PP"
"689",312,7,"Jul",1995,6,"control",2,0.333333333333333,"PP"
"690",319,7,"Jul",2005,20,"control",2,0.1,"PP"
"691",323,7,"Jul",2009,12,"control",2,0.166666666666667,"PP"
"692",326,7,"Jul",2012,56,"control",2,0.0357142857142857,"PP"
"693",337,8,"Aug",2003,11,"control",2,0.181818181818182,"PP"
"694",341,8,"Aug",2009,4,"control",2,0.5,"PP"
"695",350,9,"Sept",2004,11,"control",2,0.181818181818182,"PP"
"696",361,10,"Oct",1999,8,"control",2,0.25,"PP"
"697",371,12,"Dec",1999,11,"control",2,0.181818181818182,"PP"
"698",2,1,"Jan",1980,2,"exclosure",2,1,"PF"
"699",10,1,"Jan",1996,7,"exclosure",2,0.285714285714286,"PF"
"700",23,2,"Feb",1994,2,"exclosure",2,1,"PF"
"701",35,3,"Mar",1982,4,"exclosure",2,0.5,"PF"
"702",37,3,"Mar",1990,2,"exclosure",2,1,"PF"
"703",38,3,"Mar",1991,2,"exclosure",2,1,"PF"
"704",40,3,"Mar",1993,3,"exclosure",2,0.666666666666667,"PF"
"705",45,3,"Mar",2002,2,"exclosure",2,1,"PF"
"706",50,3,"Mar",2013,5,"exclosure",2,0.4,"PF"
"707",51,3,"Mar",2014,3,"exclosure",2,0.666666666666667,"PF"
"708",52,3,"Mar",2015,2,"exclosure",2,1,"PF"
"709",56,4,"Apr",1982,2,"exclosure",2,1,"PF"
"710",61,4,"Apr",1992,2,"exclosure",2,1,"PF"
"711",62,4,"Apr",1993,2,"exclosure",2,1,"PF"
"712",70,4,"Apr",2013,2,"exclosure",2,1,"PF"
"713",71,4,"Apr",2015,2,"exclosure",2,1,"PF"
"714",83,5,"May",1998,2,"exclosure",2,1,"PF"
"715",88,5,"May",2013,2,"exclosure",2,1,"PF"
"716",89,5,"May",2015,2,"exclosure",2,1,"PF"
"717",98,6,"Jun",1995,2,"exclosure",2,1,"PF"
"718",104,6,"Jun",2009,2,"exclosure",2,1,"PF"
"719",106,6,"Jun",2015,2,"exclosure",2,1,"PF"
"720",111,7,"Jul",1981,2,"exclosure",2,1,"PF"
"721",113,7,"Jul",1983,2,"exclosure",2,1,"PF"
"722",114,7,"Jul",1990,2,"exclosure",2,1,"PF"
"723",116,7,"Jul",1993,2,"exclosure",2,1,"PF"
"724",117,7,"Jul",1995,2,"exclosure",2,1,"PF"
"725",122,7,"Jul",2004,2,"exclosure",2,1,"PF"
"726",126,7,"Jul",2015,2,"exclosure",2,1,"PF"
"727",135,8,"Aug",1991,2,"exclosure",2,1,"PF"
"728",136,8,"Aug",1992,2,"exclosure",2,1,"PF"
"729",138,8,"Aug",1994,2,"exclosure",2,1,"PF"
"730",140,8,"Aug",1996,2,"exclosure",2,1,"PF"
"731",142,8,"Aug",2004,2,"exclosure",2,1,"PF"
"732",145,9,"Sept",1978,2,"exclosure",2,1,"PF"
"733",147,9,"Sept",1982,3,"exclosure",2,0.666666666666667,"PF"
"734",153,9,"Sept",1994,2,"exclosure",2,1,"PF"
"735",155,9,"Sept",1996,3,"exclosure",2,0.666666666666667,"PF"
"736",168,10,"Oct",1992,3,"exclosure",2,0.666666666666667,"PF"
"737",172,10,"Oct",1996,7,"exclosure",2,0.285714285714286,"PF"
"738",183,11,"Nov",1979,3,"exclosure",2,0.666666666666667,"PF"
"739",198,12,"Dec",1980,2,"exclosure",2,1,"PF"
"740",214,1,"Jan",1981,2,"control",2,1,"PF"
"741",222,2,"Feb",1996,3,"control",2,0.666666666666667,"PF"
"742",228,3,"Mar",1980,3,"control",2,0.666666666666667,"PF"
"743",236,3,"Mar",2003,3,"control",2,0.666666666666667,"PF"
"744",253,4,"Apr",2015,2,"control",2,1,"PF"
"745",270,6,"Jun",1978,2,"control",2,1,"PF"
"746",272,6,"Jun",1981,2,"control",2,1,"PF"
"747",273,6,"Jun",1982,2,"control",2,1,"PF"
"748",274,6,"Jun",1983,2,"control",2,1,"PF"
"749",284,7,"Jul",1981,2,"control",2,1,"PF"
"750",293,7,"Jul",2008,2,"control",2,1,"PF"
"751",297,8,"Aug",1982,4,"control",2,0.5,"PF"
"752",298,8,"Aug",1983,2,"control",2,1,"PF"
"753",300,8,"Aug",1995,2,"control",2,1,"PF"
"754",307,9,"Sept",1978,3,"control",2,0.666666666666667,"PF"
"755",309,9,"Sept",1982,3,"control",2,0.666666666666667,"PF"
"756",310,9,"Sept",1983,3,"control",2,0.666666666666667,"PF"
"757",311,9,"Sept",1992,3,"control",2,0.666666666666667,"PF"
"758",312,9,"Sept",1993,2,"control",2,1,"PF"
"759",323,10,"Oct",1982,9,"control",2,0.222222222222222,"PF"
"760",329,10,"Oct",1996,5,"control",2,0.4,"PF"
"761",1,1,"Jan",1982,2,"exclosure",2,1,"PM"
"762",11,2,"Feb",1982,2,"exclosure",2,1,"PM"
"763",24,3,"Mar",1985,2,"exclosure",2,1,"PM"
"764",27,3,"Mar",1989,3,"exclosure",2,0.666666666666667,"PM"
"765",34,3,"Mar",2017,2,"exclosure",2,1,"PM"
"766",37,4,"Apr",1982,2,"exclosure",2,1,"PM"
"767",45,4,"Apr",1999,2,"exclosure",2,1,"PM"
"768",48,4,"Apr",2008,3,"exclosure",2,0.666666666666667,"PM"
"769",51,5,"May",1987,4,"exclosure",2,0.5,"PM"
"770",61,6,"Jun",1982,2,"exclosure",2,1,"PM"
"771",67,6,"Jun",1998,3,"exclosure",2,0.666666666666667,"PM"
"772",70,7,"Jul",1982,2,"exclosure",2,1,"PM"
"773",71,7,"Jul",1983,2,"exclosure",2,1,"PM"
"774",81,8,"Aug",1987,2,"exclosure",2,1,"PM"
"775",85,9,"Sept",1983,2,"exclosure",2,1,"PM"
"776",94,10,"Oct",1982,3,"exclosure",2,0.666666666666667,"PM"
"777",107,11,"Nov",1987,2,"exclosure",2,1,"PM"
"778",114,12,"Dec",1986,2,"exclosure",2,1,"PM"
"779",115,12,"Dec",1988,2,"exclosure",2,1,"PM"
"780",146,4,"Apr",1987,2,"control",2,1,"PM"
"781",159,6,"Jun",1987,2,"control",2,1,"PM"
"782",160,6,"Jun",1996,3,"control",2,0.666666666666667,"PM"
"783",165,7,"Jul",1987,2,"control",2,1,"PM"
"784",168,8,"Aug",1982,2,"control",2,1,"PM"
"785",170,8,"Aug",1987,4,"control",2,0.5,"PM"
"786",181,11,"Nov",1982,2,"control",2,1,"PM"
"787",183,11,"Nov",1987,4,"control",2,0.5,"PM"
"788",3,1,"Jan",1982,2,"exclosure",2,1,"RM"
"789",4,1,"Jan",1983,4,"exclosure",2,0.5,"RM"
"790",10,1,"Jan",1991,9,"exclosure",2,0.222222222222222,"RM"
"791",25,2,"Feb",1985,3,"exclosure",2,0.666666666666667,"RM"
"792",31,2,"Feb",1993,8,"exclosure",2,0.25,"RM"
"793",51,3,"Mar",1988,6,"exclosure",2,0.333333333333333,"RM"
"794",53,3,"Mar",1990,4,"exclosure",2,0.5,"RM"
"795",56,3,"Mar",1993,2,"exclosure",2,1,"RM"
"796",57,3,"Mar",1994,2,"exclosure",2,1,"RM"
"797",92,5,"May",1983,2,"exclosure",2,1,"RM"
"798",95,5,"May",1986,3,"exclosure",2,0.666666666666667,"RM"
"799",109,6,"Jun",1985,2,"exclosure",2,1,"RM"
"800",117,6,"Jun",1997,3,"exclosure",2,0.666666666666667,"RM"
"801",120,6,"Jun",2015,2,"exclosure",2,1,"RM"
"802",127,7,"Jul",1990,2,"exclosure",2,1,"RM"
"803",129,7,"Jul",1992,2,"exclosure",2,1,"RM"
"804",138,8,"Aug",1993,2,"exclosure",2,1,"RM"
"805",143,9,"Sept",1995,3,"exclosure",2,0.666666666666667,"RM"
"806",149,10,"Oct",1987,3,"exclosure",2,0.666666666666667,"RM"
"807",151,10,"Oct",1990,2,"exclosure",2,1,"RM"
"808",153,10,"Oct",1992,3,"exclosure",2,0.666666666666667,"RM"
"809",154,10,"Oct",1993,3,"exclosure",2,0.666666666666667,"RM"
"810",157,10,"Oct",2007,4,"exclosure",2,0.5,"RM"
"811",162,11,"Nov",1983,3,"exclosure",2,0.666666666666667,"RM"
"812",166,11,"Nov",1988,3,"exclosure",2,0.666666666666667,"RM"
"813",200,1,"Jan",1982,3,"control",2,0.666666666666667,"RM"
"814",205,1,"Jan",1989,5,"control",2,0.4,"RM"
"815",206,1,"Jan",1990,5,"control",2,0.4,"RM"
"816",221,2,"Feb",1983,4,"control",2,0.5,"RM"
"817",226,2,"Feb",1991,3,"control",2,0.666666666666667,"RM"
"818",239,2,"Feb",2015,6,"control",2,0.333333333333333,"RM"
"819",274,4,"Apr",1997,6,"control",2,0.333333333333333,"RM"
"820",280,5,"May",1982,2,"control",2,1,"RM"
"821",292,6,"Jun",1989,3,"control",2,0.666666666666667,"RM"
"822",310,10,"Oct",1987,3,"control",2,0.666666666666667,"RM"
"823",323,11,"Nov",1989,2,"control",2,1,"RM"
"824",7,1,"Jan",2005,7,"exclosure",3,0.428571428571429,"PB"
"825",9,1,"Jan",2007,8,"exclosure",3,0.375,"PB"
"826",40,3,"Mar",1999,4,"exclosure",3,0.75,"PB"
"827",49,3,"Mar",2008,15,"exclosure",3,0.2,"PB"
"828",54,3,"Mar",2014,6,"exclosure",3,0.5,"PB"
"829",61,4,"Apr",1999,6,"exclosure",3,0.5,"PB"
"830",65,4,"Apr",2004,5,"exclosure",3,0.6,"PB"
"831",74,4,"Apr",2014,4,"exclosure",3,0.75,"PB"
"832",85,5,"May",2004,6,"exclosure",3,0.5,"PB"
"833",97,5,"May",2017,3,"exclosure",3,1,"PB"
"834",101,6,"Jun",1999,9,"exclosure",3,0.333333333333333,"PB"
"835",103,6,"Jun",2001,9,"exclosure",3,0.333333333333333,"PB"
"836",122,7,"Jul",2001,12,"exclosure",3,0.25,"PB"
"837",128,7,"Jul",2007,46,"exclosure",3,0.0652173913043478,"PB"
"838",142,8,"Aug",2006,4,"exclosure",3,0.75,"PB"
"839",144,8,"Aug",2008,12,"exclosure",3,0.25,"PB"
"840",146,8,"Aug",2012,11,"exclosure",3,0.272727272727273,"PB"
"841",147,8,"Aug",2014,7,"exclosure",3,0.428571428571429,"PB"
"842",153,9,"Sept",1998,23,"exclosure",3,0.130434782608696,"PB"
"843",162,9,"Sept",2007,28,"exclosure",3,0.107142857142857,"PB"
"844",163,9,"Sept",2008,13,"exclosure",3,0.230769230769231,"PB"
"845",179,10,"Oct",2001,18,"exclosure",3,0.166666666666667,"PB"
"846",185,10,"Oct",2007,24,"exclosure",3,0.125,"PB"
"847",236,1,"Jan",2001,5,"control",3,0.6,"PB"
"848",237,1,"Jan",2002,3,"control",3,1,"PB"
"849",264,3,"Mar",1999,3,"control",3,1,"PB"
"850",270,3,"Mar",2005,5,"control",3,0.6,"PB"
"851",278,3,"Mar",2014,8,"control",3,0.375,"PB"
"852",283,4,"Apr",2002,4,"control",3,0.75,"PB"
"853",326,7,"Jul",2000,18,"control",3,0.166666666666667,"PB"
"854",330,7,"Jul",2004,7,"control",3,0.428571428571429,"PB"
"855",333,7,"Jul",2007,50,"control",3,0.06,"PB"
"856",343,8,"Aug",2003,7,"control",3,0.428571428571429,"PB"
"857",344,8,"Aug",2004,6,"control",3,0.5,"PB"
