"","recordID","month","day","year","period","plot","note1","stake","species","sex","reprod","age","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","ltag","note3","prevrt","prevlet","nestdir","neststk","note4","note5","treatment","resourcetreatment","anttreatment","Month"
"1961",29214,2,20,1999,252,20,NA,13,"RM","F","","","","S","","","",17,10,"149","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Feb"
"1962",29229,2,20,1999,252,23,NA,14,"PM","F","","","","","","E","",19,22,"421","","0","","0","0","",NA,"","R","removal",NA,"all_ants","Feb"
"1963",29309,3,14,1999,253,2,NA,55,"PM","F","","","","","","E","",20,23,"452","","0","","0","0","",NA,"","","control",NA,"none","Mar"
"1964",29348,3,14,1999,253,20,NA,61,"PM","F","","","","","","E","",20,27,"450","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Mar"
"1965",29353,3,14,1999,253,21,NA,21,"PB","F","","","","","","E","",25,35,"8100PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Mar"
"1966",29358,3,14,1999,253,22,NA,73,"PB","F","","","","","","E","",27,30,"","","0","","0","0","",NA,"","","control",NA,"none","Mar"
"1967",29414,3,15,1999,253,15,NA,66,"PM","F","","","","","","B","",21,28,"450","","0","","0","0","",NA,"","","exclosure",NA,"none","Mar"
"1968",29460,4,17,1999,254,18,NA,74,"PM","F","","","","","P","E","",20,21,"421","","0","","0","0","",NA,"","","exclosure",NA,"none","Apr"
"1969",29479,4,17,1999,254,21,NA,21,"PB","F","","","","","P","E","",26,35,"8100PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Apr"
"1970",29480,4,17,1999,254,21,NA,17,"PB","F","","","","","","B","",26,33,"5014PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Apr"
"1971",29482,4,17,1999,254,22,NA,56,"PB","F","","","","","","B","",26,34,"8131PB","","0","","0","0","",NA,"","","control",NA,"none","Apr"
"1972",29490,4,17,1999,254,24,NA,45,"PM","F","","","","","P","B","",20,23,"","","0","","0","0","",NA,"","R","removal",NA,"none","Apr"
"1973",29492,4,18,1999,254,3,NA,67,"PB","F","","","","","","E","",26,32,"7032PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Apr"
"1974",29497,4,18,1999,254,3,NA,16,"PB","F","","","","","","E","",26,28,"7130PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Apr"
"1975",29502,4,18,1999,254,3,NA,12,"PB","F","","","","","","E","",26,28,"8000PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Apr"
"1976",29548,4,18,1999,254,13,NA,27,"PB","F","","","","","P","E","",26,43,"6132PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Apr"
"1977",29569,5,15,1999,255,2,NA,46,"PM","F","","","","","","E","",20,21,"452","","0","","0","0","",NA,"","","control",NA,"none","May"
"1978",29575,5,15,1999,255,2,NA,27,"PB","F","","","","","","E","",26,24,"8000PB","","0","","0","0","",NA,"","","control",NA,"none","May"
"1979",29588,5,15,1999,255,19,NA,32,"PB","F","","","","","","E","",25,37,"5131PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"1980",29591,5,15,1999,255,19,NA,16,"PB","F","","","","","P","","",26,46,"6140PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"1981",29595,5,15,1999,255,18,NA,61,"PB","F","","","","","","E","",26,33,"6101PB","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"1982",29608,5,15,1999,255,21,NA,65,"PB","F","","","","","","E","",26,38,"8101PB","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"1983",29610,5,15,1999,255,21,NA,21,"PB","F","","","","","","E","",26,32,"8100PB","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"1984",29612,5,15,1999,255,21,NA,24,"PB","F","","","","","","E","",27,30,"5134PB","","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"1985",29619,5,15,1999,255,22,NA,73,"PB","F","","","","","","E","",26,31,"8034PB","","0","","0","0","",NA,"","","control",NA,"none","May"
"1986",29621,5,15,1999,255,22,NA,25,"PB","F","","","","","","E","",26,31,"8131PB","","0","","0","0","",NA,"","","control",NA,"none","May"
"1987",29628,5,16,1999,255,3,NA,55,"PB","F","","","","","","E","",27,43,"7013PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"1988",29629,5,16,1999,255,3,NA,72,"PB","F","","","","","","E","",26,37,"5010PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"1989",29630,5,16,1999,255,3,NA,75,"PB","F","","","","","","E","",27,35,"7032PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"1990",29635,5,16,1999,255,3,NA,17,"PB","F","","","","","","E","",27,28,"7130PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"1991",29675,5,16,1999,255,13,NA,17,"PB","F","","","","","","E","",26,36,"6132PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"1992",29677,5,16,1999,255,13,NA,71,"PB","F","","","","","","E","",26,35,"6031PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","May"
"1993",29681,5,16,1999,255,15,NA,73,"PP","F","","","","P","","","",22,14,"0014PP","*","0","","0","0","",NA,"","","exclosure",NA,"none","May"
"1994",29689,5,16,1999,255,5,NA,57,"PE","F","","","","","","B","",21,25,"","","0","","0","0","",NA,"","R","removal",NA,"none","May"
"1995",29717,6,12,1999,256,19,NA,56,"PB","F","","","","","","B","",26,35,"8012PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"1996",29719,6,12,1999,256,19,NA,61,"PB","F","","","","","","E","",25,42,"5132PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"1997",29724,6,12,1999,256,19,NA,25,"PB","F","","","","","","E","",26,27,"6034PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"1998",29725,6,12,1999,256,19,NA,27,"PB","F","","","","","","B","",26,36,"","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"1999",29726,6,12,1999,256,19,NA,32,"PB","F","","","","","","E","",26,34,"5131PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"2000",29727,6,12,1999,256,19,NA,11,"PP","F","","","","","","B","",21,18,"7042PP","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"2001",29734,6,12,1999,256,18,NA,16,"PB","F","","","","","","E","",26,35,"0203PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"2002",29740,6,12,1999,256,17,NA,55,"PP","F","","","","","","E","",21,20,"5133PP","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"2003",29745,6,12,1999,256,20,NA,17,"PP","F","","","","","","B","",21,15,"8030PP","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"2004",29750,6,12,1999,256,21,NA,56,"PB","F","","","","","","E","",25,39,"8101PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"2005",29753,6,12,1999,256,21,NA,24,"PB","F","","","","","","E","",25,37,"8100PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"2006",29754,6,12,1999,256,21,NA,17,"PB","F","","","","","","E","",26,29,"5034PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"2007",29759,6,12,1999,256,22,NA,44,"PB","F","","","","","","B","",25,30,"8131PB","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"2008",29765,6,12,1999,256,7,NA,67,"PP","F","","","","","","B","",20,19,"","","0","","0","0","",NA,"","R","removal",NA,"none","Jun"
"2009",29768,6,13,1999,256,3,NA,32,"PB","F","","","","","","E","",26,36,"7113PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"2010",29769,6,13,1999,256,3,NA,76,"PB","F","","","","","","E","",26,30,"7032PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"2011",29774,6,13,1999,256,3,NA,14,"PB","F","","","","","","E","",26,24,"7130PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"2012",29802,6,13,1999,256,8,NA,63,"PP","F","","","","S","","B","",19,14,"","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"2013",29805,6,13,1999,256,13,NA,17,"PB","F","","","","","","E","",26,34,"6132PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"2014",29816,6,13,1999,256,16,NA,55,"PP","F","","","","","","B","",21,18,"","","0","","0","0","",NA,"","R","removal",NA,"none","Jun"
"2015",29817,6,13,1999,256,16,NA,26,"PP","F","","","","","","B","",21,16,"","","0","","0","0","",NA,"","R","removal",NA,"none","Jun"
"2016",29820,9,11,1999,257,1,NA,12,"PP","F","","","","","P","E","",21,21,"5022PP","","0","","0","0","",NA,"","","spectabs",NA,"none","Sept"
"2017",29822,9,11,1999,257,2,NA,46,"PP","F","","","","","","B","",22,18,"0020PP","*","0","","0","0","",NA,"","","control",NA,"none","Sept"
"2018",29824,9,11,1999,257,12,NA,47,"PP","F","","","","","","E","",22,20,"8021PP","","0","","0","0","",NA,"","","control",NA,"all_ants","Sept"
"2019",29826,9,11,1999,257,19,NA,34,"PB","F","","","","","P","E","",27,43,"5120PB","*","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Sept"
"2020",29828,9,11,1999,257,19,NA,42,"PB","F","","","","","P","","",26,41,"5131PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Sept"
"2021",29829,9,11,1999,257,18,NA,77,"PP","F","","","","","P","E","",21,28,"5133PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Sept"
"2022",29832,9,11,1999,257,21,NA,37,"PP","F","","","","","P","E","",23,26,"0022PP","*","0","","0","0","",NA,"","","exclosure",NA,"none","Sept"
"2023",29833,9,11,1999,257,22,NA,35,"PB","F","","","","","P","E","",26,38,"8131PB","","0","","0","0","",NA,"","","control",NA,"none","Sept"
"2024",29838,9,12,1999,257,3,NA,32,"PB","F","","J","","","","E","",26,29,"5014PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Sept"
"2025",29840,9,12,1999,257,6,NA,46,"PB","F","","","","","","E","",26,31,"5122PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Sept"
"2026",29842,9,12,1999,257,11,NA,42,"PP","F","","","","","P","E","",22,20,"0023PP","*","0","","0","0","",NA,"","","control",NA,"none","Sept"
"2027",29845,9,12,1999,257,8,NA,52,"PP","F","","","","","","E","",21,18,"8141PP","","0","","0","0","",NA,"","","control",NA,"all_ants","Sept"
"2028",29847,9,12,1999,257,13,NA,47,"PB","F","","","","","P","E","",25,37,"6031PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Sept"
"2029",29851,9,12,1999,257,15,NA,15,"PP","F","","","","","P","E","",20,17,"6024PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Sept"
"2030",29853,9,12,1999,257,15,NA,41,"PP","F","","","","","","E","",21,18,"5020PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Sept"
"2031",29854,9,12,1999,257,15,NA,64,"PP","F","","","","","","E","",22,22,"7031PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Sept"
"2032",29855,9,12,1999,257,16,NA,32,"PP","F","","","","","P","B","",21,24,"","","0","","0","0","",NA,"","R","removal",NA,"none","Sept"
"2033",29863,10,9,1999,258,2,NA,11,"PP","F","","","","","","E","",22,17,"0020PP","","0","","0","0","",NA,"","","control",NA,"none","Oct"
"2034",29873,10,9,1999,258,12,NA,27,"PP","F","","","","","","E","",20,19,"0100PP","*","0","","0","0","",NA,"","","control",NA,"all_ants","Oct"
"2035",29874,10,9,1999,258,19,NA,36,"PB","F","","","","","","B","",26,32,"5110PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Oct"
"2036",29875,10,9,1999,258,19,NA,62,"PB","F","","","","","","B","",25,38,"5111PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Oct"
"2037",29876,10,9,1999,258,19,NA,16,"PB","F","","","","","","B","",26,39,"6140PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Oct"
"2038",29877,10,9,1999,258,18,NA,16,"PB","F","","","","","","E","",25,30,"5120PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Oct"
"2039",29878,10,9,1999,258,18,NA,44,"PB","F","","","","","","E","",25,34,"6101PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Oct"
"2040",29880,10,9,1999,258,18,NA,24,"PB","F","","","","","","B","",27,32,"0203PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Oct"
"2041",29881,10,9,1999,258,18,NA,62,"PB","F","","","","","","E","",26,33,"5122PB","*","0","","0","0","",NA,"","","exclosure",NA,"none","Oct"
"2042",29884,10,9,1999,258,17,NA,67,"PP","F","","","","","","E","",22,21,"5143PP","","0","","0","0","",NA,"","","control",NA,"all_ants","Oct"
"2043",29890,10,9,1999,258,22,NA,24,"PB","F","","","","","","B","",27,36,"8131PB","","0","","0","0","",NA,"","","control",NA,"none","Oct"
"2044",29893,10,9,1999,258,21,NA,22,"PB","F","","","","","","E","",25,39,"8100PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Oct"
"2045",29897,10,9,1999,258,24,NA,15,"PE","F","","","","","","B","",21,29,"","","0","","0","0","",NA,"","R","removal",NA,"none","Oct"
"2046",29900,10,10,1999,258,3,NA,13,"PB","F","","","","","","B","",25,22,"5014PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Oct"
"2047",29908,10,10,1999,258,6,NA,26,"PB","F","","","","","","E","",25,31,"5122PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Oct"
"2048",29923,10,10,1999,258,8,NA,41,"PP","F","","","","","","E","",19,16,"1041PP","","0","","0","0","",NA,"","","control",NA,"all_ants","Oct"
"2049",29928,10,10,1999,258,13,NA,74,"PB","F","","","","","","B","",26,35,"6131PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Oct"
"2050",29933,10,10,1999,258,15,NA,46,"PP","F","","","","","P","E","",22,24,"7031PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Oct"
"2051",29934,10,10,1999,258,15,NA,33,"PP","F","","","","","","E","",22,22,"5020PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Oct"
"2052",29936,10,10,1999,258,15,NA,27,"PP","F","","","","","","E","",21,17,"7024PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Oct"
"2053",29937,10,10,1999,258,5,NA,36,"PE","F","","","","","P","B","",20,34,"","","0","","0","0","",NA,"","R","removal",NA,"none","Oct"
"2054",29938,10,10,1999,258,16,NA,63,"PP","F","","","","","","B","",21,21,"","","0","","0","0","",NA,"","R","removal",NA,"none","Oct"
"2055",29952,11,6,1999,259,12,NA,32,"PP","F","","","","","","E","",22,18,"0023PP","","0","","0","0","",NA,"","","control",NA,"all_ants","Nov"
"2056",29957,11,6,1999,259,19,NA,16,"PB","F","","","","S","","B","",26,41,"6140PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Nov"
"2057",29958,11,6,1999,259,19,NA,33,"PB","F","","","","","","B","",25,37,"5031PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Nov"
"2058",29959,11,6,1999,259,19,NA,27,"PB","F","","","","","P","E","",26,44,"5110PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Nov"
"2059",29961,11,6,1999,259,19,NA,62,"PB","F","","","","","","E","",25,35,"5132PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Nov"
"2060",29962,11,6,1999,259,19,NA,36,"PP","F","","","","","","E","",22,18,"8000PP","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Nov"
"2061",29964,11,6,1999,259,18,NA,42,"PB","F","","","","","","E","",25,35,"6101PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Nov"
"2062",29965,11,6,1999,259,18,NA,72,"PB","F","","","","","","E","",27,34,"0122PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Nov"
"2063",29968,11,6,1999,259,18,NA,17,"PB","F","","","","","","E","",25,32,"5120PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Nov"
"2064",29969,11,6,1999,259,18,NA,23,"PB","F","","","","","","E","",27,34,"0203PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Nov"
"2065",29973,11,6,1999,259,17,NA,47,"PP","F","","","","","","E","",21,20,"5143PP","","0","","0","0","",NA,"","","control",NA,"all_ants","Nov"
"2066",29977,11,6,1999,259,20,NA,54,"PP","F","","","","","","E","",22,16,"8030PP","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Nov"
"2067",29980,11,6,1999,259,20,NA,61,"PP","F","","","","","","E","",22,17,"0021PP","*","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Nov"
"2068",29984,11,6,1999,259,21,NA,32,"PB","F","","","","S","","B","",25,35,"8100PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Nov"
"2069",29989,11,6,1999,259,22,NA,27,"PB","F","","","","","P","B","",25,37,"8131PB","","0","","0","0","",NA,"","","control",NA,"none","Nov"
"2070",29990,11,6,1999,259,22,NA,72,"PB","F","","","","","","B","",26,34,"8034PB","","0","","0","0","",NA,"","","control",NA,"none","Nov"
"2071",29991,11,6,1999,259,22,NA,62,"PB","F","","","","S","P","E","",25,29,"5124PB","","0","","0","0","",NA,"","","control",NA,"none","Nov"
"2072",29997,11,7,1999,259,3,NA,75,"PB","F","","","","","","E","",25,30,"0211PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Nov"
"2073",29998,11,7,1999,259,3,NA,22,"PB","F","","","","","","E","",25,29,"5014PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Nov"
"2074",30009,11,7,1999,259,6,NA,25,"PB","F","","","","","","B","",24,31,"5122PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Nov"
"2075",30025,11,7,1999,259,9,NA,45,"PP","F","","","","","","E","",21,18,"0022PP","","0","","0","0","",NA,"","","spectabs",NA,"none","Nov"
"2076",30034,11,7,1999,259,8,NA,14,"PB","F","","","","","","E","",24,20,"6040PB","*","0","","0","0","",NA,"","","control",NA,"all_ants","Nov"
"2077",30038,11,7,1999,259,13,NA,76,"PB","F","","","","","P","B","",24,36,"6131PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Nov"
"2078",30052,11,7,1999,259,15,NA,57,"PP","F","","","","","","E","",21,15,"6020PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Nov"
"2079",30053,11,7,1999,259,15,NA,75,"PP","F","","","","","","E","",22,18,"7031PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Nov"
"2080",30054,11,7,1999,259,16,NA,32,"PP","F","","","","","","E","",21,21,"","","0","","0","0","",NA,"","R","removal",NA,"none","Nov"
"2081",30057,12,5,1999,260,1,NA,53,"PP","F","","","","","","E","",21,17,"6012PP","","0","","0","0","",NA,"","","spectabs",NA,"none","Dec"
"2082",30058,12,5,1999,260,1,NA,76,"PB","F","","","","","","E","",27,31,"","","0","","0","0","",NA,"","D","spectabs",NA,"none","Dec"
"2083",30077,12,5,1999,260,19,NA,43,"PB","F","","","","","","E","",26,37,"5131PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Dec"
"2084",30079,12,5,1999,260,19,NA,27,"PB","F","","","","","","E","",26,36,"6140PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Dec"
"2085",30081,12,5,1999,260,19,NA,61,"PB","F","","","","","","E","",25,33,"5132PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Dec"
"2086",30082,12,5,1999,260,18,NA,41,"PB","F","","","","","","E","",24,33,"6101PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Dec"
"2087",30083,12,5,1999,260,18,NA,52,"PB","F","","","","","","E","",27,31,"0122PB","","0","","0","0","",NA,"","D","exclosure",NA,"none","Dec"
"2088",30086,12,5,1999,260,18,NA,15,"PB","F","","","","","","E","",27,32,"0203PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Dec"
"2089",30102,12,5,1999,260,21,NA,31,"PB","F","","","","","","E","",25,34,"8100PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Dec"
"2090",30103,12,5,1999,260,22,NA,37,"PB","F","","","","","","E","",26,40,"8131PB","","0","","0","0","",NA,"","","control",NA,"none","Dec"
"2091",30109,12,5,1999,260,23,NA,51,"RM","F","","","","","P","E","",16,20,"","","0","","0","0","",NA,"","R","removal",NA,"all_ants","Dec"
"2092",30111,12,6,1999,260,3,NA,77,"PB","F","","","","","","E","",25,29,"0211PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Dec"
"2093",30115,12,6,1999,260,3,NA,22,"PB","F","","","","","","B","",26,28,"6043PB","*","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Dec"
"2094",30138,12,6,1999,260,9,NA,14,"PP","F","","","","","","E","",21,15,"5113PP","*","0","","0","0","",NA,"","","spectabs",NA,"none","Dec"
"2095",30139,12,6,1999,260,8,NA,12,"PB","F","","","","","","B","",25,32,"6051PB","*","0","","0","0","",NA,"","","control",NA,"all_ants","Dec"
"2096",30141,12,6,1999,260,8,NA,13,"PP","F","","","","","","E","",21,18,"6040PP","","0","","0","0","",NA,"","","control",NA,"all_ants","Dec"
"2097",30146,12,6,1999,260,13,NA,75,"PB","F","","","","","","R","",25,33,"6131PB","","0","","0","0","",NA,"","D","exclosure",NA,"all_ants","Dec"
"2098",30152,12,6,1999,260,15,NA,25,"PP","F","","","","","","B","",20,17,"6024PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Dec"
"2099",30153,12,6,1999,260,15,NA,74,"PP","F","","","","","","B","",21,18,"7031PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Dec"
"2100",30154,12,6,1999,260,15,NA,77,"PP","F","","","","","","R","",20,13,"5122PP","*","0","","0","0","",NA,"","","exclosure",NA,"none","Dec"
"2101",30155,12,6,1999,260,16,NA,37,"RM","F","","","","","P","","",16,14,"","","0","","0","0","",NA,"","R","removal",NA,"none","Dec"
"2102",30186,1,8,2000,261,19,NA,41,"PB","F","","","","","","E","",25,34,"5131PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jan"
"2103",30193,1,8,2000,261,18,NA,21,"PB","F","","","","","","E","",26,33,"6101PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jan"
"2104",30194,1,8,2000,261,18,NA,14,"PB","F","","","","","","E","",26,32,"0203PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jan"
"2105",30207,1,8,2000,261,21,NA,11,"PB","F","","","","","","E","",25,32,"8100PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jan"
"2106",30211,1,8,2000,261,22,NA,57,"PB","F","","","","","","E","",26,35,"8131PB","","0","","0","0","",NA,"","","control",NA,"none","Jan"
"2107",30213,1,8,2000,261,22,NA,64,"PB","F","","","","","","E","",26,34,"8034PB","","0","","0","0","",NA,"","","control",NA,"none","Jan"
"2108",30216,1,8,2000,261,22,NA,51,"PB","F","","","","","","E","",25,29,"5124PB","","0","","0","0","",NA,"","","control",NA,"none","Jan"
"2109",30221,1,10,2000,261,3,NA,76,"PB","F","","","","","","E","",25,29,"0211PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jan"
"2110",30223,1,10,2000,261,3,NA,23,"PB","F","","","","","","E","",26,30,"5014PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jan"
"2111",30239,1,10,2000,261,6,NA,65,"PB","F","","","","","","E","",25,31,"5322PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jan"
"2112",30253,1,10,2000,261,9,NA,74,"RM","F","","","","","P","E","",15,16,"158","*","0","","0","0","",NA,"","","spectabs",NA,"none","Jan"
"2113",30276,1,10,2000,261,15,NA,25,"PP","F","","","","","","E","",21,16,"5020PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Jan"
"2114",30280,1,10,2000,261,16,NA,76,"PM","F","","","","S","","E","",20,30,"","","0","","0","0","",NA,"","R","removal",NA,"none","Jan"
"2115",30281,1,10,2000,261,5,NA,72,"RM","F","","","","","P","E","",15,19,"","","0","","0","0","",NA,"","R","removal",NA,"none","Jan"
"2116",30282,1,10,2000,261,5,NA,52,"PP","F","","","","","","E","",22,19,"","","0","","0","0","",NA,"","R","removal",NA,"none","Jan"
"2117",30287,2,5,2000,262,1,NA,54,"PB","F","","","","","P","E","",26,35,"6052PB","*","0","","0","0","",NA,"","","spectabs",NA,"none","Feb"
"2118",30288,2,5,2000,262,1,NA,25,"PB","F","","","","","","E","",25,27,"6053PB","*","0","","0","0","",NA,"","","spectabs",NA,"none","Feb"
"2119",30302,2,5,2000,262,2,NA,26,"PP","F","","","","","","E","",22,17,"0020PP","","0","","0","0","",NA,"","","control",NA,"none","Feb"
"2120",30320,2,5,2000,262,19,NA,53,"PB","F","","","","","","E","",25,35,"5131PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Feb"
"2121",30322,2,5,2000,262,19,NA,56,"PB","F","","","","","","E","",26,34,"6140PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Feb"
"2122",30324,2,5,2000,262,18,NA,21,"PB","F","","","","","","E","",25,30,"6101PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Feb"
"2123",30327,2,5,2000,262,18,NA,26,"PB","F","","","","","","E","",27,30,"0203PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Feb"
"2124",30338,2,5,2000,262,21,NA,22,"PB","F","","","","","","E","",25,32,"8100PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Feb"
"2125",30346,2,5,2000,262,22,NA,46,"PB","F","","","","","P","E","",26,39,"8131PB","","0","","0","0","",NA,"","","control",NA,"none","Feb"
"2126",30360,2,6,2000,262,3,NA,76,"PB","F","","","","","","E","",27,38,"0411PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Feb"
"2127",30362,2,6,2000,262,3,NA,22,"PB","F","","","","","","E","",24,26,"6033PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Feb"
"2128",30364,2,6,2000,262,3,NA,23,"PB","F","","","","","","E","",28,33,"5114PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Feb"
"2129",30400,2,6,2000,262,8,NA,71,"PB","F","","","","","P","E","",27,32,"0002PB","","0","","0","0","",NA,"","","control",NA,"all_ants","Feb"
"2130",30406,2,6,2000,262,13,NA,33,"PB","F","","","","","P","","",25,42,"6241PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Feb"
"2131",30410,2,6,2000,262,14,NA,17,"PP","F","","","","","","E","",19,13,"5120PP","","0","","0","0","",NA,"","","control",NA,"none","Feb"
"2132",30415,2,6,2000,262,15,NA,24,"PP","F","","","","","","E","",21,15,"5020PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Feb"
"2133",30428,3,4,2000,263,1,NA,23,"PP","F","","","","","P","","",23,34,"6053PP","","0","","0","0","",NA,"","","spectabs",NA,"none","Mar"
"2134",30430,3,4,2000,263,1,NA,22,"PB","F","","","","","","B","",26,31,"6052PB","","0","","0","0","",NA,"","","spectabs",NA,"none","Mar"
"2135",30433,3,4,2000,263,2,NA,32,"PB","F","","","","","P","E","",26,42,"6134PB","","0","","0","0","",NA,"","","control",NA,"none","Mar"
"2136",30435,3,4,2000,263,2,NA,56,"RM","F","","","","","P","E","",17,13,"580","*","0","","0","0","",NA,"","","control",NA,"none","Mar"
"2137",30446,3,4,2000,263,12,NA,11,"PP","F","","","","","","E","",22,17,"0023PP","","0","","0","0","",NA,"","","control",NA,"all_ants","Mar"
