"","month","year","treatment","reproductive","abundance","proportion","sex","species"
"497",3,2014,"control",0,1,0,"female","PB"
"498",4,1999,"control",0,1,0,"female","PB"
"499",4,1999,"exclosure",0,3,0,"female","PB"
"500",4,2001,"control",0,1,0,"female","PB"
"501",4,2004,"control",0,2,0,"female","PB"
"502",4,2008,"control",0,16,0,"female","PB"
"503",4,2012,"control",0,2,0,"female","PB"
"504",5,1998,"control",0,1,0,"female","PB"
"505",5,1998,"exclosure",0,2,0,"female","PB"
"506",5,1999,"control",0,1,0,"female","PB"
"507",5,1999,"exclosure",0,1,0,"female","PB"
"508",5,2001,"control",0,2,0,"female","PB"
"509",5,2010,"exclosure",0,1,0,"female","PB"
"510",5,2013,"control",0,2,0,"female","PB"
"511",5,2013,"exclosure",0,4,0,"female","PB"
"512",5,2014,"control",0,2,0,"female","PB"
"513",6,1996,"exclosure",0,1,0,"female","PB"
"514",6,1997,"control",0,1,0,"female","PB"
"515",6,2009,"exclosure",0,25,0,"female","PB"
"516",6,2014,"control",0,2,0,"female","PB"
"517",7,1997,"control",0,1,0,"female","PB"
"518",7,1998,"control",0,1,0,"female","PB"
"519",7,2000,"control",0,5,0,"female","PB"
"520",7,2002,"control",0,11,0,"female","PB"
"521",7,2003,"control",0,21,0,"female","PB"
"522",7,2008,"control",0,5,0,"female","PB"
"523",7,2008,"exclosure",0,5,0,"female","PB"
"524",7,2009,"control",0,4,0,"female","PB"
"525",7,2009,"exclosure",0,17,0,"female","PB"
"526",7,2011,"control",0,1,0,"female","PB"
"527",7,2012,"control",0,7,0,"female","PB"
"528",7,2012,"exclosure",0,8,0,"female","PB"
"529",7,2013,"control",0,2,0,"female","PB"
"530",7,2013,"exclosure",0,3,0,"female","PB"
"531",8,1996,"exclosure",0,1,0,"female","PB"
"532",8,2000,"control",0,5,0,"female","PB"
"533",8,2000,"exclosure",0,8,0,"female","PB"
"534",8,2001,"control",0,8,0,"female","PB"
"535",8,2003,"exclosure",0,45,0,"female","PB"
"536",8,2004,"control",0,7,0,"female","PB"
"537",8,2008,"control",0,8,0,"female","PB"
"538",8,2008,"exclosure",0,13,0,"female","PB"
"539",8,2009,"control",0,4,0,"female","PB"
"540",8,2009,"exclosure",0,7,0,"female","PB"
"541",8,2011,"exclosure",0,1,0,"female","PB"
"542",8,2012,"exclosure",0,10,0,"female","PB"
"543",8,2014,"control",0,4,0,"female","PB"
"544",9,1996,"exclosure",0,2,0,"female","PB"
"545",9,1997,"control",0,3,0,"female","PB"
"546",9,1997,"exclosure",0,7,0,"female","PB"
"547",9,2000,"control",0,1,0,"female","PB"
"548",9,2000,"exclosure",0,5,0,"female","PB"
"549",9,2001,"control",0,10,0,"female","PB"
"550",9,2001,"exclosure",0,30,0,"female","PB"
"551",9,2003,"control",0,16,0,"female","PB"
"552",9,2003,"exclosure",0,37,0,"female","PB"
"553",9,2004,"control",0,9,0,"female","PB"
"554",9,2005,"exclosure",0,47,0,"female","PB"
"555",9,2007,"control",0,37,0,"female","PB"
"556",9,2007,"exclosure",0,75,0,"female","PB"
"557",9,2008,"control",0,6,0,"female","PB"
"558",9,2008,"exclosure",0,15,0,"female","PB"
"559",9,2009,"control",0,1,0,"female","PB"
"560",9,2012,"control",0,2,0,"female","PB"
"561",9,2012,"exclosure",0,6,0,"female","PB"
"562",9,2013,"control",0,1,0,"female","PB"
"563",9,2013,"exclosure",0,3,0,"female","PB"
"564",9,2014,"control",0,4,0,"female","PB"
"565",10,1995,"exclosure",0,1,0,"female","PB"
"566",10,1996,"exclosure",0,1,0,"female","PB"
"567",10,1997,"control",0,1,0,"female","PB"
"568",10,1997,"exclosure",0,1,0,"female","PB"
"569",10,1999,"control",0,1,0,"female","PB"
"570",10,2000,"control",0,4,0,"female","PB"
"571",10,2000,"exclosure",0,3,0,"female","PB"
"572",10,2001,"control",0,13,0,"female","PB"
"573",10,2003,"control",0,13,0,"female","PB"
"574",10,2003,"exclosure",0,27,0,"female","PB"
"575",10,2005,"control",0,7,0,"female","PB"
"576",10,2005,"exclosure",0,17,0,"female","PB"
"577",10,2007,"control",0,31,0,"female","PB"
"578",10,2008,"control",0,6,0,"female","PB"
"579",10,2008,"exclosure",0,15,0,"female","PB"
"580",10,2009,"control",0,1,0,"female","PB"
"581",10,2009,"exclosure",0,1,0,"female","PB"
"582",10,2011,"control",0,2,0,"female","PB"
"583",10,2012,"control",0,2,0,"female","PB"
"584",10,2012,"exclosure",0,4,0,"female","PB"
"585",10,2014,"control",0,2,0,"female","PB"
"586",10,2014,"exclosure",0,17,0,"female","PB"
"587",11,1996,"exclosure",0,2,0,"female","PB"
"588",11,1997,"exclosure",0,2,0,"female","PB"
"589",11,1998,"control",0,1,0,"female","PB"
"590",11,1999,"control",0,1,0,"female","PB"
"591",11,1999,"exclosure",0,2,0,"female","PB"
"592",11,2000,"control",0,1,0,"female","PB"
"593",11,2000,"exclosure",0,5,0,"female","PB"
"594",11,2001,"control",0,12,0,"female","PB"
"595",11,2001,"exclosure",0,26,0,"female","PB"
"596",11,2003,"control",0,9,0,"female","PB"
"597",11,2003,"exclosure",0,26,0,"female","PB"
"598",11,2005,"control",0,19,0,"female","PB"
"599",11,2005,"exclosure",0,34,0,"female","PB"
"600",11,2006,"control",0,11,0,"female","PB"
"601",11,2007,"control",0,27,0,"female","PB"
"602",11,2007,"exclosure",0,49,0,"female","PB"
"603",11,2008,"control",0,6,0,"female","PB"
"604",11,2008,"exclosure",0,14,0,"female","PB"
"605",11,2009,"control",0,1,0,"female","PB"
"606",11,2009,"exclosure",0,2,0,"female","PB"
"607",11,2012,"exclosure",0,3,0,"female","PB"
"608",11,2013,"control",0,2,0,"female","PB"
"609",11,2013,"exclosure",0,4,0,"female","PB"
"610",11,2014,"exclosure",0,13,0,"female","PB"
"611",12,1996,"exclosure",0,1,0,"female","PB"
"612",12,1999,"control",0,1,0,"female","PB"
"613",12,1999,"exclosure",0,1,0,"female","PB"
"614",12,2000,"exclosure",0,4,0,"female","PB"
"615",12,2002,"control",0,29,0,"female","PB"
"616",12,2003,"control",0,9,0,"female","PB"
"617",12,2003,"exclosure",0,25,0,"female","PB"
"618",12,2004,"control",0,12,0,"female","PB"
"619",12,2004,"exclosure",0,12,0,"female","PB"
"620",12,2005,"control",0,15,0,"female","PB"
"621",12,2005,"exclosure",0,22,0,"female","PB"
"622",12,2007,"control",0,18,0,"female","PB"
"623",12,2007,"exclosure",0,29,0,"female","PB"
"624",12,2008,"control",0,5,0,"female","PB"
"625",12,2008,"exclosure",0,9,0,"female","PB"
"626",12,2009,"control",0,1,0,"female","PB"
"627",12,2009,"exclosure",0,2,0,"female","PB"
"628",12,2012,"exclosure",0,3,0,"female","PB"
"629",12,2013,"control",0,1,0,"female","PB"
"630",12,2013,"exclosure",0,5,0,"female","PB"
"631",7,2012,"control",1,56,0.0178571428571429,"male","PP"
"632",8,2014,"control",1,51,0.0196078431372549,"male","PP"
"633",7,2007,"control",1,40,0.025,"male","PP"
"634",10,2011,"control",2,60,0.0333333333333333,"male","PP"
"635",10,2006,"exclosure",1,22,0.0454545454545455,"male","PP"
"636",7,2012,"exclosure",2,43,0.0465116279069767,"male","PP"
"637",11,2006,"control",2,43,0.0465116279069767,"male","PP"
"638",5,2006,"control",1,21,0.0476190476190476,"male","PP"
"639",7,2005,"control",1,20,0.05,"male","PP"
"640",9,2010,"exclosure",1,20,0.05,"male","PP"
"641",7,2013,"exclosure",1,19,0.0526315789473684,"male","PP"
"642",6,2005,"control",1,17,0.0588235294117647,"male","PP"
"643",10,2011,"exclosure",3,47,0.0638297872340425,"male","PP"
"644",6,2003,"exclosure",1,15,0.0666666666666667,"male","PP"
"645",7,2003,"exclosure",1,15,0.0666666666666667,"male","PP"
"646",6,2007,"exclosure",1,13,0.0769230769230769,"male","PP"
"647",6,2009,"control",1,13,0.0769230769230769,"male","PP"
"648",7,2000,"control",1,13,0.0769230769230769,"male","PP"
"649",8,1996,"exclosure",1,13,0.0769230769230769,"male","PP"
"650",6,1996,"exclosure",1,12,0.0833333333333333,"male","PP"
"651",8,2011,"exclosure",4,47,0.0851063829787234,"male","PP"
"652",6,2012,"exclosure",3,34,0.0882352941176471,"male","PP"
"653",7,2002,"control",1,11,0.0909090909090909,"male","PP"
"654",4,1997,"control",1,10,0.1,"male","PP"
"655",5,1996,"exclosure",1,10,0.1,"male","PP"
"656",6,2002,"control",1,10,0.1,"male","PP"
"657",7,2006,"control",3,30,0.1,"male","PP"
"658",7,2008,"exclosure",1,10,0.1,"male","PP"
"659",9,2006,"exclosure",1,10,0.1,"male","PP"
"660",9,2008,"control",1,10,0.1,"male","PP"
"661",3,2012,"exclosure",2,19,0.105263157894737,"male","PP"
"662",3,2009,"control",1,9,0.111111111111111,"male","PP"
"663",5,2009,"exclosure",1,9,0.111111111111111,"male","PP"
"664",6,2014,"control",7,61,0.114754098360656,"male","PP"
"665",5,1997,"exclosure",2,17,0.117647058823529,"male","PP"
"666",7,2011,"exclosure",4,34,0.117647058823529,"male","PP"
"667",3,1997,"exclosure",1,8,0.125,"male","PP"
"668",5,2002,"exclosure",1,8,0.125,"male","PP"
"669",6,2000,"exclosure",1,8,0.125,"male","PP"
"670",7,2013,"control",4,32,0.125,"male","PP"
"671",8,2004,"exclosure",1,8,0.125,"male","PP"
"672",11,1999,"control",1,8,0.125,"male","PP"
"673",4,2013,"exclosure",3,23,0.130434782608696,"male","PP"
"674",4,2011,"exclosure",2,15,0.133333333333333,"male","PP"
"675",7,2011,"control",2,15,0.133333333333333,"male","PP"
"676",10,2006,"control",3,22,0.136363636363636,"male","PP"
"677",8,2011,"control",7,51,0.137254901960784,"male","PP"
"678",3,2003,"exclosure",1,7,0.142857142857143,"male","PP"
"679",3,2011,"exclosure",1,7,0.142857142857143,"male","PP"
"680",4,2002,"exclosure",1,7,0.142857142857143,"male","PP"
"681",5,2005,"control",1,7,0.142857142857143,"male","PP"
"682",5,2010,"control",1,7,0.142857142857143,"male","PP"
"683",6,1997,"control",1,7,0.142857142857143,"male","PP"
"684",7,1996,"exclosure",1,7,0.142857142857143,"male","PP"
"685",6,2014,"exclosure",5,34,0.147058823529412,"male","PP"
"686",7,2006,"exclosure",3,20,0.15,"male","PP"
"687",9,2006,"control",2,13,0.153846153846154,"male","PP"
"688",2,2007,"control",4,24,0.166666666666667,"male","PP"
"689",6,2003,"control",1,6,0.166666666666667,"male","PP"
"690",6,2004,"control",1,6,0.166666666666667,"male","PP"
"691",8,2003,"exclosure",1,6,0.166666666666667,"male","PP"
"692",9,2007,"exclosure",3,17,0.176470588235294,"male","PP"
"693",5,2014,"exclosure",2,11,0.181818181818182,"male","PP"
"694",5,2011,"control",6,32,0.1875,"male","PP"
"695",4,1993,"exclosure",1,5,0.2,"male","PP"
"696",4,2011,"control",3,15,0.2,"male","PP"
"697",5,1997,"control",1,5,0.2,"male","PP"
"698",7,2000,"exclosure",2,10,0.2,"male","PP"
"699",7,2010,"exclosure",1,5,0.2,"male","PP"
"700",8,2003,"control",2,10,0.2,"male","PP"
"701",5,2013,"exclosure",4,19,0.210526315789474,"male","PP"
"702",5,2011,"exclosure",10,47,0.212765957446809,"male","PP"
"703",7,2004,"exclosure",3,14,0.214285714285714,"male","PP"
"704",6,2004,"exclosure",2,9,0.222222222222222,"male","PP"
"705",7,1995,"exclosure",2,9,0.222222222222222,"male","PP"
"706",6,2007,"control",7,31,0.225806451612903,"male","PP"
"707",6,2008,"exclosure",5,22,0.227272727272727,"male","PP"
"708",2,2007,"exclosure",3,13,0.230769230769231,"male","PP"
"709",5,2003,"exclosure",3,13,0.230769230769231,"male","PP"
"710",5,2008,"exclosure",3,13,0.230769230769231,"male","PP"
"711",4,2007,"exclosure",5,21,0.238095238095238,"male","PP"
"712",4,2012,"control",7,29,0.241379310344828,"male","PP"
"713",3,1997,"control",1,4,0.25,"male","PP"
"714",3,2006,"control",5,20,0.25,"male","PP"
"715",3,2009,"exclosure",1,4,0.25,"male","PP"
"716",4,2000,"exclosure",1,4,0.25,"male","PP"
"717",4,2009,"exclosure",4,16,0.25,"male","PP"
"718",5,2002,"control",2,8,0.25,"male","PP"
"719",5,2005,"exclosure",1,4,0.25,"male","PP"
"720",6,1993,"exclosure",1,4,0.25,"male","PP"
"721",6,1995,"control",1,4,0.25,"male","PP"
"722",7,2005,"exclosure",3,12,0.25,"male","PP"
"723",7,2008,"control",1,4,0.25,"male","PP"
"724",8,2009,"control",1,4,0.25,"male","PP"
"725",12,1999,"control",1,4,0.25,"male","PP"
"726",3,2007,"exclosure",6,23,0.260869565217391,"male","PP"
"727",4,2006,"control",6,23,0.260869565217391,"male","PP"
"728",5,2009,"control",5,19,0.263157894736842,"male","PP"
"729",4,2012,"exclosure",11,41,0.268292682926829,"male","PP"
"730",3,2005,"exclosure",3,11,0.272727272727273,"male","PP"
"731",3,2013,"exclosure",2,7,0.285714285714286,"male","PP"
"732",3,2014,"control",12,42,0.285714285714286,"male","PP"
"733",5,1998,"control",2,7,0.285714285714286,"male","PP"
"734",5,2014,"control",6,21,0.285714285714286,"male","PP"
"735",6,2002,"exclosure",2,7,0.285714285714286,"male","PP"
"736",3,2014,"exclosure",11,37,0.297297297297297,"male","PP"
"737",4,2013,"control",6,20,0.3,"male","PP"
"738",5,2006,"exclosure",3,10,0.3,"male","PP"
"739",4,1997,"exclosure",5,16,0.3125,"male","PP"
"740",3,2007,"control",16,50,0.32,"male","PP"
"741",3,2012,"control",8,25,0.32,"male","PP"
"742",2,2014,"exclosure",1,3,0.333333333333333,"male","PP"
"743",3,1996,"exclosure",3,9,0.333333333333333,"male","PP"
"744",3,2006,"exclosure",4,12,0.333333333333333,"male","PP"
"745",4,1996,"control",1,3,0.333333333333333,"male","PP"
"746",4,1996,"exclosure",4,12,0.333333333333333,"male","PP"
"747",4,2010,"control",1,3,0.333333333333333,"male","PP"
"748",4,2010,"exclosure",1,3,0.333333333333333,"male","PP"
"749",5,1998,"exclosure",1,3,0.333333333333333,"male","PP"
"750",5,1999,"exclosure",1,3,0.333333333333333,"male","PP"
"751",5,2004,"exclosure",1,3,0.333333333333333,"male","PP"
"752",5,2010,"exclosure",1,3,0.333333333333333,"male","PP"
"753",5,2013,"control",8,24,0.333333333333333,"male","PP"
"754",6,1994,"exclosure",1,3,0.333333333333333,"male","PP"
"755",7,1995,"control",2,6,0.333333333333333,"male","PP"
"756",8,2008,"control",3,9,0.333333333333333,"male","PP"
"757",5,2008,"control",7,20,0.35,"male","PP"
"758",4,2008,"control",6,17,0.352941176470588,"male","PP"
"759",4,2007,"control",9,25,0.36,"male","PP"
"760",5,2007,"control",9,25,0.36,"male","PP"
"761",3,2005,"control",3,8,0.375,"male","PP"
"762",4,2014,"exclosure",13,34,0.382352941176471,"male","PP"
"763",4,2009,"control",5,13,0.384615384615385,"male","PP"
"764",3,2003,"control",8,20,0.4,"male","PP"
"765",4,2008,"exclosure",4,10,0.4,"male","PP"
"766",5,2003,"control",12,30,0.4,"male","PP"
"767",4,2014,"control",11,27,0.407407407407407,"male","PP"
"768",4,2006,"exclosure",6,14,0.428571428571429,"male","PP"
"769",5,2007,"exclosure",3,7,0.428571428571429,"male","PP"
"770",6,2000,"control",3,7,0.428571428571429,"male","PP"
"771",6,2008,"control",12,27,0.444444444444444,"male","PP"
"772",1,2012,"exclosure",1,2,0.5,"male","PP"
"773",3,2001,"control",4,8,0.5,"male","PP"
"774",3,2001,"exclosure",1,2,0.5,"male","PP"
"775",3,2002,"exclosure",1,2,0.5,"male","PP"
"776",3,2004,"exclosure",1,2,0.5,"male","PP"
"777",3,2010,"exclosure",1,2,0.5,"male","PP"
"778",4,1993,"control",1,2,0.5,"male","PP"
"779",4,2001,"control",1,2,0.5,"male","PP"
"780",4,2001,"exclosure",2,4,0.5,"male","PP"
"781",5,2001,"control",3,6,0.5,"male","PP"
"782",6,1996,"control",1,2,0.5,"male","PP"
"783",7,1994,"exclosure",2,4,0.5,"male","PP"
"784",9,1994,"exclosure",1,2,0.5,"male","PP"
"785",3,2000,"control",4,7,0.571428571428571,"male","PP"
"786",4,1995,"exclosure",3,5,0.6,"male","PP"
"787",4,2005,"control",6,10,0.6,"male","PP"
"788",4,2000,"control",2,3,0.666666666666667,"male","PP"
"789",2,2012,"exclosure",5,7,0.714285714285714,"male","PP"
"790",3,1995,"exclosure",1,1,1,"male","PP"
"791",4,1994,"control",1,1,1,"male","PP"
"792",4,2004,"control",4,4,1,"male","PP"
"793",4,2004,"exclosure",1,1,1,"male","PP"
"794",1,1996,"exclosure",0,2,0,"male","PP"
"795",1,2000,"control",0,2,0,"male","PP"
"796",1,2000,"exclosure",0,5,0,"male","PP"
"797",1,2001,"exclosure",0,2,0,"male","PP"
"798",1,2005,"control",0,1,0,"male","PP"
"799",1,2006,"control",0,3,0,"male","PP"
"800",1,2006,"exclosure",0,4,0,"male","PP"
"801",1,2011,"control",0,1,0,"male","PP"
"802",1,2012,"control",0,2,0,"male","PP"
"803",2,1996,"exclosure",0,5,0,"male","PP"
"804",2,2000,"control",0,5,0,"male","PP"
"805",2,2000,"exclosure",0,2,0,"male","PP"
"806",2,2002,"control",0,2,0,"male","PP"
"807",2,2003,"control",0,2,0,"male","PP"
"808",2,2008,"control",0,1,0,"male","PP"
"809",2,2008,"exclosure",0,3,0,"male","PP"
"810",2,2009,"exclosure",0,2,0,"male","PP"
"811",2,2012,"control",0,10,0,"male","PP"
"812",2,2013,"control",0,1,0,"male","PP"
"813",2,2013,"exclosure",0,2,0,"male","PP"
"814",2,2014,"control",0,1,0,"male","PP"
"815",3,1996,"control",0,4,0,"male","PP"
"816",3,2000,"exclosure",0,5,0,"male","PP"
"817",3,2002,"control",0,6,0,"male","PP"
"818",3,2004,"control",0,2,0,"male","PP"
"819",3,2008,"control",0,3,0,"male","PP"
"820",3,2008,"exclosure",0,4,0,"male","PP"
"821",3,2010,"control",0,2,0,"male","PP"
"822",3,2011,"control",0,2,0,"male","PP"
"823",3,2013,"control",0,3,0,"male","PP"
"824",4,1994,"exclosure",0,3,0,"male","PP"
"825",4,1999,"exclosure",0,1,0,"male","PP"
"826",4,2002,"control",0,8,0,"male","PP"
"827",4,2005,"exclosure",0,5,0,"male","PP"
"828",5,1991,"control",0,1,0,"male","PP"
"829",5,1991,"exclosure",0,1,0,"male","PP"
"830",5,1992,"exclosure",0,1,0,"male","PP"
"831",5,1993,"exclosure",0,3,0,"male","PP"
"832",5,1994,"exclosure",0,1,0,"male","PP"
"833",5,2004,"control",0,2,0,"male","PP"
"834",6,1993,"control",0,2,0,"male","PP"
"835",6,1995,"exclosure",0,6,0,"male","PP"
"836",6,1997,"exclosure",0,6,0,"male","PP"
"837",6,1998,"control",0,3,0,"male","PP"
"838",6,1998,"exclosure",0,2,0,"male","PP"
"839",6,1999,"control",0,3,0,"male","PP"
"840",6,1999,"exclosure",0,1,0,"male","PP"
"841",6,2005,"exclosure",0,8,0,"male","PP"
"842",6,2009,"exclosure",0,4,0,"male","PP"
"843",6,2012,"control",0,35,0,"male","PP"
"844",7,1989,"control",0,1,0,"male","PP"
"845",7,1991,"control",0,3,0,"male","PP"
"846",7,1992,"control",0,1,0,"male","PP"
"847",7,1992,"exclosure",0,2,0,"male","PP"
"848",7,1993,"control",0,2,0,"male","PP"
"849",7,1993,"exclosure",0,3,0,"male","PP"
"850",7,1996,"control",0,3,0,"male","PP"
"851",7,1997,"control",0,8,0,"male","PP"
"852",7,1997,"exclosure",0,12,0,"male","PP"
"853",7,1998,"control",0,3,0,"male","PP"
"854",7,1998,"exclosure",0,2,0,"male","PP"
"855",7,2002,"exclosure",0,7,0,"male","PP"
"856",7,2003,"control",0,11,0,"male","PP"
"857",7,2004,"control",0,8,0,"male","PP"
"858",7,2007,"exclosure",0,19,0,"male","PP"
"859",7,2009,"control",0,12,0,"male","PP"
"860",7,2009,"exclosure",0,3,0,"male","PP"
"861",7,2010,"control",0,6,0,"male","PP"
"862",8,1991,"control",0,1,0,"male","PP"
"863",8,1992,"control",0,1,0,"male","PP"
"864",8,1993,"control",0,1,0,"male","PP"
"865",8,1993,"exclosure",0,1,0,"male","PP"
"866",8,1994,"control",0,2,0,"male","PP"
"867",8,1994,"exclosure",0,5,0,"male","PP"
"868",8,1995,"control",0,9,0,"male","PP"
"869",8,1995,"exclosure",0,9,0,"male","PP"
"870",8,1996,"control",0,6,0,"male","PP"
"871",8,1998,"control",0,4,0,"male","PP"
"872",8,1998,"exclosure",0,3,0,"male","PP"
"873",8,2000,"control",0,14,0,"male","PP"
"874",8,2000,"exclosure",0,8,0,"male","PP"
"875",8,2001,"control",0,14,0,"male","PP"
"876",8,2001,"exclosure",0,5,0,"male","PP"
"877",8,2004,"control",0,8,0,"male","PP"
"878",8,2005,"control",0,28,0,"male","PP"
"879",8,2005,"exclosure",0,13,0,"male","PP"
"880",8,2008,"exclosure",0,7,0,"male","PP"
"881",8,2009,"exclosure",0,3,0,"male","PP"
"882",8,2012,"control",0,36,0,"male","PP"
"883",8,2012,"exclosure",0,30,0,"male","PP"
"884",8,2014,"exclosure",0,32,0,"male","PP"
"885",9,1989,"control",0,1,0,"male","PP"
"886",9,1991,"control",0,1,0,"male","PP"
"887",9,1991,"exclosure",0,1,0,"male","PP"
"888",9,1994,"control",0,2,0,"male","PP"
"889",9,1995,"control",0,5,0,"male","PP"
"890",9,1995,"exclosure",0,9,0,"male","PP"
"891",9,1996,"control",0,6,0,"male","PP"
"892",9,1996,"exclosure",0,4,0,"male","PP"
"893",9,1998,"control",0,7,0,"male","PP"
"894",9,1998,"exclosure",0,5,0,"male","PP"
"895",9,2000,"control",0,1,0,"male","PP"
"896",9,2000,"exclosure",0,1,0,"male","PP"
"897",9,2001,"control",0,11,0,"male","PP"
"898",9,2001,"exclosure",0,6,0,"male","PP"
"899",9,2002,"control",0,4,0,"male","PP"
"900",9,2003,"control",0,1,0,"male","PP"
"901",9,2003,"exclosure",0,2,0,"male","PP"
"902",9,2004,"control",0,10,0,"male","PP"
"903",9,2004,"exclosure",0,9,0,"male","PP"
"904",9,2005,"control",0,35,0,"male","PP"
"905",9,2005,"exclosure",0,21,0,"male","PP"
"906",9,2007,"control",0,21,0,"male","PP"
"907",9,2008,"exclosure",0,4,0,"male","PP"
"908",9,2009,"exclosure",0,1,0,"male","PP"
"909",9,2010,"control",0,20,0,"male","PP"
"910",9,2012,"control",0,30,0,"male","PP"
"911",9,2012,"exclosure",0,27,0,"male","PP"
"912",9,2013,"control",0,19,0,"male","PP"
"913",9,2013,"exclosure",0,18,0,"male","PP"
"914",9,2014,"control",0,22,0,"male","PP"
"915",9,2014,"exclosure",0,16,0,"male","PP"
"916",10,1989,"control",0,1,0,"male","PP"
"917",10,1989,"exclosure",0,1,0,"male","PP"
"918",10,1994,"control",0,1,0,"male","PP"
"919",10,1994,"exclosure",0,1,0,"male","PP"
"920",10,1995,"control",0,2,0,"male","PP"
"921",10,1995,"exclosure",0,6,0,"male","PP"
"922",10,1996,"control",0,2,0,"male","PP"
"923",10,1996,"exclosure",0,4,0,"male","PP"
"924",10,1998,"control",0,1,0,"male","PP"
"925",10,1998,"exclosure",0,2,0,"male","PP"
"926",10,1999,"control",0,2,0,"male","PP"
"927",10,2000,"control",0,1,0,"male","PP"
"928",10,2001,"control",0,8,0,"male","PP"
"929",10,2001,"exclosure",0,5,0,"male","PP"
"930",10,2002,"control",0,7,0,"male","PP"
"931",10,2002,"exclosure",0,3,0,"male","PP"
"932",10,2003,"control",0,2,0,"male","PP"
"933",10,2004,"control",0,10,0,"male","PP"
"934",10,2004,"exclosure",0,10,0,"male","PP"
"935",10,2005,"control",0,13,0,"male","PP"
"936",10,2005,"exclosure",0,4,0,"male","PP"
"937",10,2007,"control",0,6,0,"male","PP"
"938",10,2007,"exclosure",0,8,0,"male","PP"
"939",10,2008,"control",0,5,0,"male","PP"
"940",10,2008,"exclosure",0,3,0,"male","PP"
"941",10,2009,"control",0,1,0,"male","PP"
"942",10,2012,"control",0,15,0,"male","PP"
"943",10,2012,"exclosure",0,17,0,"male","PP"
"944",10,2014,"control",0,15,0,"male","PP"
"945",10,2014,"exclosure",0,15,0,"male","PP"
"946",11,1989,"control",0,1,0,"male","PP"
"947",11,1989,"exclosure",0,1,0,"male","PP"
"948",11,1994,"exclosure",0,1,0,"male","PP"
"949",11,1999,"exclosure",0,4,0,"male","PP"
"950",11,2000,"control",0,1,0,"male","PP"
"951",11,2000,"exclosure",0,2,0,"male","PP"
"952",11,2001,"control",0,2,0,"male","PP"
"953",11,2001,"exclosure",0,1,0,"male","PP"
"954",11,2002,"control",0,9,0,"male","PP"
"955",11,2002,"exclosure",0,3,0,"male","PP"
"956",11,2005,"control",0,14,0,"male","PP"
"957",11,2005,"exclosure",0,5,0,"male","PP"
"958",11,2006,"exclosure",0,20,0,"male","PP"
"959",11,2007,"control",0,5,0,"male","PP"
"960",11,2007,"exclosure",0,6,0,"male","PP"
"961",11,2008,"control",0,1,0,"male","PP"
"962",11,2008,"exclosure",0,1,0,"male","PP"
"963",11,2009,"control",0,1,0,"male","PP"
"964",11,2010,"control",0,6,0,"male","PP"
"965",11,2010,"exclosure",0,4,0,"male","PP"
"966",11,2012,"control",0,7,0,"male","PP"
"967",11,2012,"exclosure",0,5,0,"male","PP"
"968",11,2013,"control",0,17,0,"male","PP"
"969",11,2013,"exclosure",0,14,0,"male","PP"
"970",11,2014,"control",0,5,0,"male","PP"
"971",11,2014,"exclosure",0,9,0,"male","PP"
"972",12,1995,"exclosure",0,5,0,"male","PP"
"973",12,1997,"exclosure",0,1,0,"male","PP"
"974",12,1999,"exclosure",0,3,0,"male","PP"
"975",12,2000,"exclosure",0,1,0,"male","PP"
"976",12,2002,"control",0,10,0,"male","PP"
"977",12,2002,"exclosure",0,2,0,"male","PP"
"978",12,2004,"control",0,2,0,"male","PP"
"979",12,2004,"exclosure",0,4,0,"male","PP"
"980",12,2005,"control",0,1,0,"male","PP"
"981",12,2005,"exclosure",0,1,0,"male","PP"
"982",12,2006,"control",0,30,0,"male","PP"
"983",12,2006,"exclosure",0,20,0,"male","PP"
"984",12,2007,"exclosure",0,2,0,"male","PP"
"985",12,2012,"control",0,3,0,"male","PP"
"986",12,2012,"exclosure",0,1,0,"male","PP"
"987",12,2013,"control",0,2,0,"male","PP"
"988",12,2013,"exclosure",0,2,0,"male","PP"
"989",9,2007,"control",1,53,0.0188679245283019,"female","PP"
"990",9,2014,"control",1,48,0.0208333333333333,"female","PP"
"991",9,2012,"control",1,47,0.0212765957446809,"female","PP"
"992",9,2012,"exclosure",1,45,0.0222222222222222,"female","PP"
"993",7,2012,"exclosure",2,78,0.0256410256410256,"female","PP"
"994",3,2007,"control",1,35,0.0285714285714286,"female","PP"
"995",8,2014,"control",4,112,0.0357142857142857,"female","PP"
"996",8,2014,"exclosure",4,102,0.0392156862745098,"female","PP"
"997",7,2003,"control",1,24,0.0416666666666667,"female","PP"
"998",7,2013,"exclosure",2,45,0.0444444444444444,"female","PP"
"999",7,1997,"exclosure",1,22,0.0454545454545455,"female","PP"
"1000",8,2005,"exclosure",1,22,0.0454545454545455,"female","PP"
"1001",7,2013,"control",2,41,0.0487804878048781,"female","PP"
"1002",7,2003,"exclosure",1,20,0.05,"female","PP"
"1003",7,2012,"control",4,80,0.05,"female","PP"
"1004",8,2005,"control",2,38,0.0526315789473684,"female","PP"
"1005",9,2007,"exclosure",1,19,0.0526315789473684,"female","PP"
"1006",7,2009,"control",1,18,0.0555555555555556,"female","PP"
"1007",9,1995,"control",1,18,0.0555555555555556,"female","PP"
"1008",3,2014,"exclosure",1,17,0.0588235294117647,"female","PP"
"1009",8,2008,"control",1,17,0.0588235294117647,"female","PP"
"1010",11,2006,"control",4,58,0.0689655172413793,"female","PP"
